Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.LICENCES,ES53,1.00
2012,UNIDAD_MEDIDA.LICENCES,ES53,3.00
2013,UNIDAD_MEDIDA.LICENCES,ES53,4.00
2014,UNIDAD_MEDIDA.LICENCES,ES53,6.00
2015,UNIDAD_MEDIDA.LICENCES,ES53,6.00
2016,UNIDAD_MEDIDA.LICENCES,ES53,7.00
2017,UNIDAD_MEDIDA.LICENCES,ES53,7.00
2018,UNIDAD_MEDIDA.LICENCES,ES53,8.00
2019,UNIDAD_MEDIDA.LICENCES,ES53,8.00
2020,UNIDAD_MEDIDA.LICENCES,ES,183.00
2020,UNIDAD_MEDIDA.LICENCES,ES53,7.00
2020,UNIDAD_MEDIDA.LICENCES,ES53,7.00
2021,UNIDAD_MEDIDA.LICENCES,ES,289.00
2021,UNIDAD_MEDIDA.LICENCES,ES53,8.00
