Year,Units,general.territorio,Value
2009,UNIDAD_MEDIDA.PT,ES53,34.87
2013,UNIDAD_MEDIDA.PT,ES,41.31
2013,UNIDAD_MEDIDA.PT,ES53,49.71
2016,UNIDAD_MEDIDA.PT,ES,46.64
2016,UNIDAD_MEDIDA.PT,ES53,53.91
