Year,Units,general.territorio,Value
2009,UNIDAD_MEDIDA.PT,ES53,32.63
2013,UNIDAD_MEDIDA.PT,ES,33.68
2013,UNIDAD_MEDIDA.PT,ES53,35.92
2016,UNIDAD_MEDIDA.PT,ES,34.74
2016,UNIDAD_MEDIDA.PT,ES53,36.45
