Year,Units,general.territorio,Value
2013,UNIDAD_MEDIDA.PT,ES,0.60
2013,UNIDAD_MEDIDA.PT,ES53,0.75
2014,UNIDAD_MEDIDA.PT,ES,0.56
2014,UNIDAD_MEDIDA.PT,ES53,0.70
2015,UNIDAD_MEDIDA.PT,ES,0.57
2015,UNIDAD_MEDIDA.PT,ES53,0.70
2016,UNIDAD_MEDIDA.PT,ES,0.58
2016,UNIDAD_MEDIDA.PT,ES53,0.72
2017,UNIDAD_MEDIDA.PT,ES,0.61
2017,UNIDAD_MEDIDA.PT,ES53,0.76
2018,UNIDAD_MEDIDA.PT,ES,0.62
2018,UNIDAD_MEDIDA.PT,ES53,0.78
2019,UNIDAD_MEDIDA.PT,ES,0.65
2019,UNIDAD_MEDIDA.PT,ES53,0.84
2020,UNIDAD_MEDIDA.PT,ES,0.70
2020,UNIDAD_MEDIDA.PT,ES53,1.06
2021,UNIDAD_MEDIDA.PT,ES,0.73
2021,UNIDAD_MEDIDA.PT,ES53,1.06
2022,UNIDAD_MEDIDA.PT,ES,0.73
2022,UNIDAD_MEDIDA.PT,ES53,0.91
2023,UNIDAD_MEDIDA.PT,ES,0.72
2023,UNIDAD_MEDIDA.PT,ES53,0.82
2024,UNIDAD_MEDIDA.PT,ES,0.72
