Year,Units,general.territorio,Serie,general.series,Value
2010,UNIDAD_MEDIDA.PER_100000_POP,ES,SERIE.SERIE_A,SERIES._L_ES_200303_01,0.15
2010,UNIDAD_MEDIDA.PER_100000_POP,ES53,SERIE.SERIE_A,SERIES._L_ES_200303_01,0.09
2010,UNIDAD_MEDIDA.PER_100000_POP,ES531_071,SERIE.SERIE_A,SERIES._L_ES_200303_01,0.00
2010,UNIDAD_MEDIDA.PER_100000_POP,ES531_072,SERIE.SERIE_A,SERIES._L_ES_200303_01,0.00
2010,UNIDAD_MEDIDA.PER_100000_POP,ES532,SERIE.SERIE_A,SERIES._L_ES_200303_01,0.12
2010,UNIDAD_MEDIDA.PER_100000_POP,ES533,SERIE.SERIE_A,SERIES._L_ES_200303_01,0.00
2011,UNIDAD_MEDIDA.PER_100000_POP,ES,SERIE.SERIE_A,SERIES._L_ES_200303_01,0.11
2011,UNIDAD_MEDIDA.PER_100000_POP,ES53,SERIE.SERIE_A,SERIES._L_ES_200303_01,0.18
2011,UNIDAD_MEDIDA.PER_100000_POP,ES531_071,SERIE.SERIE_A,SERIES._L_ES_200303_01,0.00
2011,UNIDAD_MEDIDA.PER_100000_POP,ES531_072,SERIE.SERIE_A,SERIES._L_ES_200303_01,0.76
2011,UNIDAD_MEDIDA.PER_100000_POP,ES532,SERIE.SERIE_A,SERIES._L_ES_200303_01,0.00
2011,UNIDAD_MEDIDA.PER_100000_POP,ES533,SERIE.SERIE_A,SERIES._L_ES_200303_01,1.06
2012,UNIDAD_MEDIDA.PER_100000_POP,ES,SERIE.SERIE_A,SERIES._L_ES_200303_01,0.12
2012,UNIDAD_MEDIDA.PER_100000_POP,ES53,SERIE.SERIE_A,SERIES._L_ES_200303_01,0.00
2012,UNIDAD_MEDIDA.PER_100000_POP,ES531_071,SERIE.SERIE_A,SERIES._L_ES_200303_01,0.00
2012,UNIDAD_MEDIDA.PER_100000_POP,ES531_072,SERIE.SERIE_A,SERIES._L_ES_200303_01,0.00
2012,UNIDAD_MEDIDA.PER_100000_POP,ES532,SERIE.SERIE_A,SERIES._L_ES_200303_01,0.00
2012,UNIDAD_MEDIDA.PER_100000_POP,ES533,SERIE.SERIE_A,SERIES._L_ES_200303_01,0.00
2013,UNIDAD_MEDIDA.PER_100000_POP,ES,SERIE.SERIE_A,SERIES._L_ES_200303_01,0.10
2013,UNIDAD_MEDIDA.PER_100000_POP,ES53,SERIE.SERIE_A,SERIES._L_ES_200303_01,0.00
2013,UNIDAD_MEDIDA.PER_100000_POP,ES531_071,SERIE.SERIE_A,SERIES._L_ES_200303_01,0.00
2013,UNIDAD_MEDIDA.PER_100000_POP,ES531_072,SERIE.SERIE_A,SERIES._L_ES_200303_01,0.00
2013,UNIDAD_MEDIDA.PER_100000_POP,ES532,SERIE.SERIE_A,SERIES._L_ES_200303_01,0.00
2013,UNIDAD_MEDIDA.PER_100000_POP,ES533,SERIE.SERIE_A,SERIES._L_ES_200303_01,0.00
2014,UNIDAD_MEDIDA.PER_100000_POP,ES,SERIE.SERIE_A,SERIES._L_ES_200303_01,0.06
2014,UNIDAD_MEDIDA.PER_100000_POP,ES53,SERIE.SERIE_A,SERIES._L_ES_200303_01,0.00
2014,UNIDAD_MEDIDA.PER_100000_POP,ES531_071,SERIE.SERIE_A,SERIES._L_ES_200303_01,0.00
2014,UNIDAD_MEDIDA.PER_100000_POP,ES531_072,SERIE.SERIE_A,SERIES._L_ES_200303_01,0.00
2014,UNIDAD_MEDIDA.PER_100000_POP,ES532,SERIE.SERIE_A,SERIES._L_ES_200303_01,0.00
2014,UNIDAD_MEDIDA.PER_100000_POP,ES533,SERIE.SERIE_A,SERIES._L_ES_200303_01,0.00
2015,UNIDAD_MEDIDA.PER_100000_POP,ES,SERIE.SERIE_A,SERIES._L_ES_200303_01,0.17
2015,UNIDAD_MEDIDA.PER_100000_POP,ES53,SERIE.SERIE_A,SERIES._L_ES_200303_01,0.35
2015,UNIDAD_MEDIDA.PER_100000_POP,ES531_071,SERIE.SERIE_A,SERIES._L_ES_200303_01,0.00
2015,UNIDAD_MEDIDA.PER_100000_POP,ES531_072,SERIE.SERIE_A,SERIES._L_ES_200303_01,0.69
2015,UNIDAD_MEDIDA.PER_100000_POP,ES532,SERIE.SERIE_A,SERIES._L_ES_200303_01,0.34
2015,UNIDAD_MEDIDA.PER_100000_POP,ES533,SERIE.SERIE_A,SERIES._L_ES_200303_01,0.00
2016,UNIDAD_MEDIDA.PER_100000_POP,ES,SERIE.SERIE_A,SERIES._L_ES_200303_01,0.12
2016,UNIDAD_MEDIDA.PER_100000_POP,ES53,SERIE.SERIE_A,SERIES._L_ES_200303_01,0.09
2016,UNIDAD_MEDIDA.PER_100000_POP,ES531_071,SERIE.SERIE_A,SERIES._L_ES_200303_01,0.00
2016,UNIDAD_MEDIDA.PER_100000_POP,ES531_072,SERIE.SERIE_A,SERIES._L_ES_200303_01,0.00
2016,UNIDAD_MEDIDA.PER_100000_POP,ES532,SERIE.SERIE_A,SERIES._L_ES_200303_01,0.11
2016,UNIDAD_MEDIDA.PER_100000_POP,ES533,SERIE.SERIE_A,SERIES._L_ES_200303_01,0.00
2017,UNIDAD_MEDIDA.PER_100000_POP,ES,SERIE.SERIE_A,SERIES._L_ES_200303_01,0.12
