Year,Units,general.territorio,Serie,general.series,Value
2024,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES._L_ES_050501_00,50.85
2010,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES._L_ES_050501_03,41.94
2010,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES._L_ES_050501_03,46.67
2011,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES._L_ES_050501_03,34.13
2011,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES._L_ES_050501_03,14.29
2012,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES._L_ES_050501_03,34.13
2012,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES._L_ES_050501_03,14.29
2013,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES._L_ES_050501_03,34.16
2013,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES._L_ES_050501_03,0.00
2014,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES._L_ES_050501_03,34.16
2014,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES._L_ES_050501_03,0.00
2015,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES._L_ES_050501_03,44.38
2015,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES._L_ES_050501_03,40.00
2016,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES._L_ES_050501_03,43.18
2016,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES._L_ES_050501_03,40.00
2017,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES._L_ES_050501_03,43.18
2017,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES._L_ES_050501_03,40.00
2018,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES._L_ES_050501_03,43.17
2018,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES._L_ES_050501_03,40.00
2019,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES._L_ES_050501_03,47.24
2019,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES._L_ES_050501_03,54.55
2020,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES._L_ES_050501_03,45.08
2020,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES._L_ES_050501_03,45.45
2021,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES._L_ES_050501_03,47.67
2021,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES._L_ES_050501_03,45.45
2022,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES._L_ES_050501_03,48.70
2022,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES._L_ES_050501_03,45.45
2023,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES._L_ES_050501_03,45.79
2023,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES._L_ES_050501_03,40.00
2024,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES._L_ES_050501_03,46.77
2024,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES._L_ES_050501_03,30.00
2010,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_C,SERIES._L_ES_050501_04,14.60
2010,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_C,SERIES._L_ES_050501_04,8.96
2011,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_C,SERIES._L_ES_050501_04,16.77
2011,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_C,SERIES._L_ES_050501_04,10.45
2012,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_C,SERIES._L_ES_050501_04,16.77
2012,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_C,SERIES._L_ES_050501_04,10.45
2013,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_C,SERIES._L_ES_050501_04,17.17
2013,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_C,SERIES._L_ES_050501_04,14.93
2014,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_C,SERIES._L_ES_050501_04,17.42
2014,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_C,SERIES._L_ES_050501_04,17.91
2015,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_C,SERIES._L_ES_050501_04,19.09
2015,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_C,SERIES._L_ES_050501_04,19.40
2016,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_C,SERIES._L_ES_050501_04,19.09
2016,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_C,SERIES._L_ES_050501_04,19.40
2017,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_C,SERIES._L_ES_050501_04,19.09
2017,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_C,SERIES._L_ES_050501_04,19.40
2018,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_C,SERIES._L_ES_050501_04,19.09
2018,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_C,SERIES._L_ES_050501_04,19.40
2019,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_C,SERIES._L_ES_050501_04,21.71
2019,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_C,SERIES._L_ES_050501_04,25.37
2020,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_C,SERIES._L_ES_050501_04,21.71
2020,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_C,SERIES._L_ES_050501_04,25.37
2021,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_C,SERIES._L_ES_050501_04,22.04
2021,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_C,SERIES._L_ES_050501_04,23.88
2022,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_C,SERIES._L_ES_050501_04,22.26
2022,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_C,SERIES._L_ES_050501_04,23.88
2023,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_C,SERIES._L_ES_050501_04,24.46
2023,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_C,SERIES._L_ES_050501_04,26.87
2024,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_C,SERIES._L_ES_050501_04,24.77
2024,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_C,SERIES._L_ES_050501_04,26.87
2010,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIES._L_ES_050501_05,30.50
2010,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_D,SERIES._L_ES_050501_05,35.91
2011,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIES._L_ES_050501_05,34.95
2011,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_D,SERIES._L_ES_050501_05,42.00
2012,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIES._L_ES_050501_05,34.95
2012,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_D,SERIES._L_ES_050501_05,42.00
2013,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIES._L_ES_050501_05,35.17
2013,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_D,SERIES._L_ES_050501_05,41.80
2014,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIES._L_ES_050501_05,35.24
2014,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_D,SERIES._L_ES_050501_05,42.01
2015,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIES._L_ES_050501_05,35.57
2015,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_D,SERIES._L_ES_050501_05,41.83
2016,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIES._L_ES_050501_05,35.57
2016,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_D,SERIES._L_ES_050501_05,41.83
2017,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIES._L_ES_050501_05,35.57
2017,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_D,SERIES._L_ES_050501_05,41.83
2018,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIES._L_ES_050501_05,35.57
2018,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_D,SERIES._L_ES_050501_05,41.83
2019,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIES._L_ES_050501_05,40.82
2019,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_D,SERIES._L_ES_050501_05,44.29
2020,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIES._L_ES_050501_05,40.82
2020,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_D,SERIES._L_ES_050501_05,44.29
2021,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIES._L_ES_050501_05,40.85
2021,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_D,SERIES._L_ES_050501_05,45.38
2022,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIES._L_ES_050501_05,40.87
2022,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_D,SERIES._L_ES_050501_05,45.39
2023,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIES._L_ES_050501_05,42.82
2023,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_D,SERIES._L_ES_050501_05,47.55
2024,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIES._L_ES_050501_05,42.80
2024,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_D,SERIES._L_ES_050501_05,46.72
