Year,Units,general.territorio,Value
2020,UNIDAD_MEDIDA.IX,ES,1.00
2020,UNIDAD_MEDIDA.IX,ES53,1.00
2021,UNIDAD_MEDIDA.IX,ES,1.01
2021,UNIDAD_MEDIDA.IX,ES53,1.02
2022,UNIDAD_MEDIDA.IX,ES,1.03
2022,UNIDAD_MEDIDA.IX,ES53,1.03
2023,UNIDAD_MEDIDA.IX,ES,1.03
2023,UNIDAD_MEDIDA.IX,ES53,1.05
2024,UNIDAD_MEDIDA.IX,ES,1.03
2024,UNIDAD_MEDIDA.IX,ES53,1.04
