Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.PT,ES,11.53
2010,UNIDAD_MEDIDA.PT,ES53,16.64
2011,UNIDAD_MEDIDA.PT,ES,13.65
2011,UNIDAD_MEDIDA.PT,ES53,17.92
2012,UNIDAD_MEDIDA.PT,ES,18.26
2012,UNIDAD_MEDIDA.PT,ES53,23.38
2013,UNIDAD_MEDIDA.PT,ES,20.53
2013,UNIDAD_MEDIDA.PT,ES53,2625
2014,UNIDAD_MEDIDA.PT,ES,22.90
2014,UNIDAD_MEDIDA.PT,ES53,28.77
2015,UNIDAD_MEDIDA.PT,ES,24.22
2015,UNIDAD_MEDIDA.PT,ES53,29.07
2016,UNIDAD_MEDIDA.PT,ES,24.67
2016,UNIDAD_MEDIDA.PT,ES53,28.35
2017,UNIDAD_MEDIDA.PT,ES,24.62
2017,UNIDAD_MEDIDA.PT,ES53,27.77
2018,UNIDAD_MEDIDA.PT,ES,24.20
2018,UNIDAD_MEDIDA.PT,ES53,26.28
2019,UNIDAD_MEDIDA.PT,ES,23.54
2019,UNIDAD_MEDIDA.PT,ES53,25.80
2020,UNIDAD_MEDIDA.PT,ES,26.92
2020,UNIDAD_MEDIDA.PT,ES53,34.20
2021,UNIDAD_MEDIDA.PT,ES,25.30
2021,UNIDAD_MEDIDA.PT,ES53,29.51
2022,UNIDAD_MEDIDA.PT,ES,23.05
2022,UNIDAD_MEDIDA.PT,ES53,23.88
2023,UNIDAD_MEDIDA.PT,ES,21.72
2023,UNIDAD_MEDIDA.PT,ES53,20.39
2024,UNIDAD_MEDIDA.PT,ES,21.07
2024,UNIDAD_MEDIDA.PT,ES53,18.80
