Year,Units,general.territorio,Value
2015,UNIDAD_MEDIDA.PT,ES,95.40
2015,UNIDAD_MEDIDA.PT,ES53,98.79
2016,UNIDAD_MEDIDA.PT,ES,95.09
2016,UNIDAD_MEDIDA.PT,ES53,98.20
2017,UNIDAD_MEDIDA.PT,ES,96.01
2017,UNIDAD_MEDIDA.PT,ES53,99.11
2018,UNIDAD_MEDIDA.PT,ES,96.07
2018,UNIDAD_MEDIDA.PT,ES53,99.50
2019,UNIDAD_MEDIDA.PT,ES,96.18
2019,UNIDAD_MEDIDA.PT,ES53,97.90
2020,UNIDAD_MEDIDA.PT,ES,96.26
2020,UNIDAD_MEDIDA.PT,ES53,96.57
2021,UNIDAD_MEDIDA.PT,ES,96.50
2021,UNIDAD_MEDIDA.PT,ES53,97.40
2022,UNIDAD_MEDIDA.PT,ES,96.77
2022,UNIDAD_MEDIDA.PT,ES53,96.58
2023,UNIDAD_MEDIDA.PT,ES,96.77
2023,UNIDAD_MEDIDA.PT,ES53,97.80
2024,UNIDAD_MEDIDA.PT,ES,97.36
2024,UNIDAD_MEDIDA.PT,ES53,97.72
