Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.PT,ES,5.72
2010,UNIDAD_MEDIDA.PT,ES53,3.63
2011,UNIDAD_MEDIDA.PT,ES,5.65
2011,UNIDAD_MEDIDA.PT,ES53,5.25
2012,UNIDAD_MEDIDA.PT,ES,5.62
2012,UNIDAD_MEDIDA.PT,ES53,5.08
2013,UNIDAD_MEDIDA.PT,ES,5.91
2013,UNIDAD_MEDIDA.PT,ES53,5.23
2014,UNIDAD_MEDIDA.PT,ES,6.41
2014,UNIDAD_MEDIDA.PT,ES53,5.64
2015,UNIDAD_MEDIDA.PT,ES,7.01
2015,UNIDAD_MEDIDA.PT,ES53,7.40
2016,UNIDAD_MEDIDA.PT,ES,7.28
2016,UNIDAD_MEDIDA.PT,ES53,5.52
2017,UNIDAD_MEDIDA.PT,ES,7.08
2017,UNIDAD_MEDIDA.PT,ES53,5.94
2018,UNIDAD_MEDIDA.PT,ES,7.05
2018,UNIDAD_MEDIDA.PT,ES53,5.24
2019,UNIDAD_MEDIDA.PT,ES,7.87
2019,UNIDAD_MEDIDA.PT,ES53,4.43
2020,UNIDAD_MEDIDA.PT,ES,8.54
2020,UNIDAD_MEDIDA.PT,ES53,4.84
2021,UNIDAD_MEDIDA.PT,ES,9.99
2021,UNIDAD_MEDIDA.PT,ES53,8.97
2022,UNIDAD_MEDIDA.PT,ES,9.45
2022,UNIDAD_MEDIDA.PT,ES53,6.46
2023,UNIDAD_MEDIDA.PT,ES,9.25
2023,UNIDAD_MEDIDA.PT,ES53,7.22
