Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.G_PER_EUR,ES,0.36
2010,UNIDAD_MEDIDA.G_PER_EUR,ES53,0.64
2011,UNIDAD_MEDIDA.G_PER_EUR,ES,0.34
2011,UNIDAD_MEDIDA.G_PER_EUR,ES53,0.67
2012,UNIDAD_MEDIDA.G_PER_EUR,ES,0.31
2012,UNIDAD_MEDIDA.G_PER_EUR,ES53,0.71
2013,UNIDAD_MEDIDA.G_PER_EUR,ES,0.24
2013,UNIDAD_MEDIDA.G_PER_EUR,ES53,0.52
2014,UNIDAD_MEDIDA.G_PER_EUR,ES,0.22
2014,UNIDAD_MEDIDA.G_PER_EUR,ES53,0.48
2015,UNIDAD_MEDIDA.G_PER_EUR,ES,0.28
2015,UNIDAD_MEDIDA.G_PER_EUR,ES53,0.70
2016,UNIDAD_MEDIDA.G_PER_EUR,ES,0.22
2016,UNIDAD_MEDIDA.G_PER_EUR,ES53,0.44
2017,UNIDAD_MEDIDA.G_PER_EUR,ES,0.23
2017,UNIDAD_MEDIDA.G_PER_EUR,ES53,0.52
2018,UNIDAD_MEDIDA.G_PER_EUR,ES,0.24
2018,UNIDAD_MEDIDA.G_PER_EUR,ES53,0.54
2019,UNIDAD_MEDIDA.G_PER_EUR,ES,0.27
2019,UNIDAD_MEDIDA.G_PER_EUR,ES53,0.70
2020,UNIDAD_MEDIDA.G_PER_EUR,ES,0.27
2020,UNIDAD_MEDIDA.G_PER_EUR,ES53,0.65
2021,UNIDAD_MEDIDA.G_PER_EUR,ES,0.25
2021,UNIDAD_MEDIDA.G_PER_EUR,ES53,0.59
2022,UNIDAD_MEDIDA.G_PER_EUR,ES,0.23
2022,UNIDAD_MEDIDA.G_PER_EUR,ES53,0.55
2023,UNIDAD_MEDIDA.G_PER_EUR,ES,0.21
2023,UNIDAD_MEDIDA.G_PER_EUR,ES53,0.42
