Year,Units,general.territorio,Serie,general.series,Value
2010,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES._L_ES_200202_01,0.04
2010,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES._L_ES_200202_01,0.03
2011,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES._L_ES_200202_01,0.06
2011,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES._L_ES_200202_01,0.01
2012,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES._L_ES_200202_01,0.03
2012,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES._L_ES_200202_01,0.01
2013,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES._L_ES_200202_01,0.02
2013,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES._L_ES_200202_01,0.02
2014,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES._L_ES_200202_01,0.02
2014,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES._L_ES_200202_01,0.01
2015,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES._L_ES_200202_01,0.02
2015,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES._L_ES_200202_01,0.02
2016,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES._L_ES_200202_01,0.02
2016,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES._L_ES_200202_01,0.03
2017,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES._L_ES_200202_01,0.02
2017,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES._L_ES_200202_01,0.02
2018,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES._L_ES_200202_01,0.02
2018,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES._L_ES_200202_01,0.07
2019,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES._L_ES_200202_01,0.06
2019,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES._L_ES_200202_01,0.02
2020,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES._L_ES_200202_01,0.03
2020,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES._L_ES_200202_01,0.05
2021,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES._L_ES_200202_01,0.05
2021,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES._L_ES_200202_01,0.05
2022,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES._L_ES_200202_01,0.01
2022,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES._L_ES_200202_01,0.02
2023,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES._L_ES_200202_01,0.03
2023,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES._L_ES_200202_01,0.02
