Year,Units,general.territorio,Value
2015,UNIDAD_MEDIDA.PER_100000,ES,10.84
2015,UNIDAD_MEDIDA.PER_100000,ES53,1.60
2016,UNIDAD_MEDIDA.PER_100000,ES,13.45
2016,UNIDAD_MEDIDA.PER_100000,ES53,0.90
2017,UNIDAD_MEDIDA.PER_100000,ES,19.10
2017,UNIDAD_MEDIDA.PER_100000,ES53,1.90
2018,UNIDAD_MEDIDA.PER_100000,ES,24.45
2018,UNIDAD_MEDIDA.PER_100000,ES53,2.60
2019,UNIDAD_MEDIDA.PER_100000,ES,48.23
2019,UNIDAD_MEDIDA.PER_100000,ES53,3.10
2020,UNIDAD_MEDIDA.PER_100000,ES,123.85
2020,UNIDAD_MEDIDA.PER_100000,ES53,3.60
2021,UNIDAD_MEDIDA.PER_100000,ES,212.75
2021,UNIDAD_MEDIDA.PER_100000,ES53,14.20
2022,UNIDAD_MEDIDA.PER_100000,ES,276.00
2022,UNIDAD_MEDIDA.PER_100000,ES53,30.20
