Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.PT,ES,31.30
2010,UNIDAD_MEDIDA.PT,ES53,83.31
2011,UNIDAD_MEDIDA.PT,ES,32.32
2011,UNIDAD_MEDIDA.PT,ES53,73.60
2012,UNIDAD_MEDIDA.PT,ES,29.47
2012,UNIDAD_MEDIDA.PT,ES53,61.54
2013,UNIDAD_MEDIDA.PT,ES,17.57
2013,UNIDAD_MEDIDA.PT,ES53,44.70
2014,UNIDAD_MEDIDA.PT,ES,19.35
2014,UNIDAD_MEDIDA.PT,ES53,37.59
2015,UNIDAD_MEDIDA.PT,ES,25.64
2015,UNIDAD_MEDIDA.PT,ES53,44.28
2016,UNIDAD_MEDIDA.PT,ES,22.04
2016,UNIDAD_MEDIDA.PT,ES53,48.72
2017,UNIDAD_MEDIDA.PT,ES,27.06
2017,UNIDAD_MEDIDA.PT,ES53,61.78
2018,UNIDAD_MEDIDA.PT,ES,25.87
2018,UNIDAD_MEDIDA.PT,ES53,69.18
2019,UNIDAD_MEDIDA.PT,ES,19.04
2019,UNIDAD_MEDIDA.PT,ES53,55.72
2020,UNIDAD_MEDIDA.PT,ES,-2.90
2020,UNIDAD_MEDIDA.PT,ES53,0.06
2021,UNIDAD_MEDIDA.PT,ES,6.09
2021,UNIDAD_MEDIDA.PT,ES53,25.41
2022,UNIDAD_MEDIDA.PT,ES,12.80
2022,UNIDAD_MEDIDA.PT,ES53,36.97
2023,UNIDAD_MEDIDA.PT,ES,5.69
2023,UNIDAD_MEDIDA.PT,ES53,29.89
