Year,Units,general.territorio,Serie,general.series,Value
2010,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,2.08
2010,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES53,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,2.26
2010,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES531_071,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,0.00
2010,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES531_072,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,0.00
2010,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES532,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,2.49
2010,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES533,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,3.17
2011,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,2.10
2011,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES53,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,2.13
2011,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES531_071,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,0.00
2011,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES531_072,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,0.00
2011,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES532,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,2.45
2011,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES533,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,2.29
2012,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,2.09
2012,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES53,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,1.73
2012,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES531_071,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,0.00
2012,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES531_072,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,1.44
2012,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES532,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,1.85
2012,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES533,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,1.20
2013,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,1.89
2013,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES53,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,1.99
2013,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES531_071,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,0.00
2013,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES531_072,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,0.00
2013,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES532,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,2.53
2013,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES533,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,0.00
2014,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,2.07
2014,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES53,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,1.87
2014,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES531_071,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,0.00
2014,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES531_072,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,1.38
2014,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES532,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,2.14
2014,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES533,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,0.00
2015,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,1.82
2015,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES53,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,1.70
2015,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES531_071,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,8.40
2015,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES531_072,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,2.20
2015,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES532,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,1.67
2015,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES533,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,0.00
2016,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,1.85
2016,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES53,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,2.54
2016,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES531_071,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,0.00
