Year,Units,general.territorio,Serie,general.series,Value
2016,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES531_072,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,0.65
2016,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES532,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,3.05
2016,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES533,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,1.32
2017,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,1.86
2017,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES53,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,2.33
2017,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES531_071,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,0.00
2017,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES531_072,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,1.45
2017,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES532,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,2.72
2017,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES533,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,0.00
2018,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,1.87
2018,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES53,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,1.26
2018,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES531_071,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,0.00
2018,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES531_072,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,2.08
2018,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES532,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,1.00
2018,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES533,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,2.74
2019,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,1.84
2019,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES53,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,2.69
2019,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES531_071,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,0.00
2019,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES531_072,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,3.62
2019,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES532,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,2.51
2019,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES533,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,3.12
2020,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,1.76
2020,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES53,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,1.59
2020,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES531_071,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,0.00
2020,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES531_072,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,0.00
2020,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES532,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,2.02
2020,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES533,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,0.00
2021,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,1.76
2021,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES53,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,1.47
2021,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES531_071,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,0.00
2021,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES531_072,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,0.79
2021,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES532,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,1.73
2021,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES533,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,0.00
2022,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,1.74
2022,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES53,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,1.21
2022,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES531_071,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,0.00
2022,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES531_072,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,1.64
2022,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES532,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,1.12
2022,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES533,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,1.55
2023,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,1.77
2023,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES53,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,1.60
2023,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES531_071,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,0.00
2023,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES531_072,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,1.59
2023,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES532,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,1.62
2023,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES533,SERIE.SERIE_A,SERIES.SH_DYN_NMRT,1.61
