Year,Units,general.territorio,Value
2020,UNIDAD_MEDIDA.IX,ES,1.15
2020,UNIDAD_MEDIDA.IX,ES53,1.30
2021,UNIDAD_MEDIDA.IX,ES,1.15
2021,UNIDAD_MEDIDA.IX,ES53,1.32
