Year,Units,general.territorio,Value
2011,UNIDAD_MEDIDA.PT,ES,47.01
2011,UNIDAD_MEDIDA.PT,ES53,55.56
2012,UNIDAD_MEDIDA.PT,ES,47.62
2012,UNIDAD_MEDIDA.PT,ES53,47.83
2013,UNIDAD_MEDIDA.PT,ES,49.07
2013,UNIDAD_MEDIDA.PT,ES53,52.54
2014,UNIDAD_MEDIDA.PT,ES,47.43
2014,UNIDAD_MEDIDA.PT,ES53,54.39
2015,UNIDAD_MEDIDA.PT,ES,54.85
2015,UNIDAD_MEDIDA.PT,ES53,52.08
2016,UNIDAD_MEDIDA.PT,ES,56.57
2016,UNIDAD_MEDIDA.PT,ES53,55.10
2017,UNIDAD_MEDIDA.PT,ES,60.12
2017,UNIDAD_MEDIDA.PT,ES53,56.60
2018,UNIDAD_MEDIDA.PT,ES,55.34
2018,UNIDAD_MEDIDA.PT,ES53,53.70
2019,UNIDAD_MEDIDA.PT,ES,50.02
2019,UNIDAD_MEDIDA.PT,ES53,57.41
2020,UNIDAD_MEDIDA.PT,ES,59.35
2020,UNIDAD_MEDIDA.PT,ES53,63.93
2021,UNIDAD_MEDIDA.PT,ES,57.63
2021,UNIDAD_MEDIDA.PT,ES53,52.49
2022,UNIDAD_MEDIDA.PT,ES,59.28
2022,UNIDAD_MEDIDA.PT,ES53,51.88
2023,UNIDAD_MEDIDA.PT,ES,59.87
2023,UNIDAD_MEDIDA.PT,ES53,52.31
