Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.PER_100_POP,ES,4.42
2010,UNIDAD_MEDIDA.PER_100_POP,ES53,5.08
2011,UNIDAD_MEDIDA.PER_100_POP,ES,4.61
2011,UNIDAD_MEDIDA.PER_100_POP,ES53,5.04
2012,UNIDAD_MEDIDA.PER_100_POP,ES,4.62
2012,UNIDAD_MEDIDA.PER_100_POP,ES53,5.00
2013,UNIDAD_MEDIDA.PER_100_POP,ES,4.59
2013,UNIDAD_MEDIDA.PER_100_POP,ES53,4.90
2014,UNIDAD_MEDIDA.PER_100_POP,ES,4.89
2014,UNIDAD_MEDIDA.PER_100_POP,ES53,5.16
2015,UNIDAD_MEDIDA.PER_100_POP,ES,5.48
2015,UNIDAD_MEDIDA.PER_100_POP,ES53,5.94
2016,UNIDAD_MEDIDA.PER_100_POP,ES,5.76
2016,UNIDAD_MEDIDA.PER_100_POP,ES53,6.12
2017,UNIDAD_MEDIDA.PER_100_POP,ES,5.77
2017,UNIDAD_MEDIDA.PER_100_POP,ES53,6.38
2018,UNIDAD_MEDIDA.PER_100_POP,ES,5.21
2018,UNIDAD_MEDIDA.PER_100_POP,ES53,5.60
2019,UNIDAD_MEDIDA.PER_100_POP,ES,4.89
2019,UNIDAD_MEDIDA.PER_100_POP,ES53,5.06
2020,UNIDAD_MEDIDA.PER_100_POP,ES,4.62
2020,UNIDAD_MEDIDA.PER_100_POP,ES53,4.70
2021,UNIDAD_MEDIDA.PER_100_POP,ES,4.08
2021,UNIDAD_MEDIDA.PER_100_POP,ES53,4.16
2022,UNIDAD_MEDIDA.PER_100_POP,ES,3.63
2022,UNIDAD_MEDIDA.PER_100_POP,ES53,3.86
2023,UNIDAD_MEDIDA.PER_100_POP,ES,3.11
2023,UNIDAD_MEDIDA.PER_100_POP,ES53,3.60
