Year,Units,general.territorio,Value
2012,UNIDAD_MEDIDA.PER_100000,ES,9.41
2012,UNIDAD_MEDIDA.PER_100000,ES53,8.02
2013,UNIDAD_MEDIDA.PER_100000,ES,9.42
2013,UNIDAD_MEDIDA.PER_100000,ES53,6.34
2014,UNIDAD_MEDIDA.PER_100000,ES,8.90
2014,UNIDAD_MEDIDA.PER_100000,ES53,7.40
2015,UNIDAD_MEDIDA.PER_100000,ES,8.39
2015,UNIDAD_MEDIDA.PER_100000,ES53,6.46
2016,UNIDAD_MEDIDA.PER_100000,ES,8.16
2016,UNIDAD_MEDIDA.PER_100000,ES53,8.89
2017,UNIDAD_MEDIDA.PER_100000,ES,7.25
2017,UNIDAD_MEDIDA.PER_100000,ES53,8.28
2018,UNIDAD_MEDIDA.PER_100000,ES,7.33
2018,UNIDAD_MEDIDA.PER_100000,ES53,9.05
2019,UNIDAD_MEDIDA.PER_100000,ES,7.30
2019,UNIDAD_MEDIDA.PER_100000,ES53,3.77
2020,UNIDAD_MEDIDA.PER_100000,ES,5.65
2020,UNIDAD_MEDIDA.PER_100000,ES53,4.57
2021,UNIDAD_MEDIDA.PER_100000,ES,5.70
2021,UNIDAD_MEDIDA.PER_100000,ES53,5.58
2022,UNIDAD_MEDIDA.PER_100000,ES,5.44
2022,UNIDAD_MEDIDA.PER_100000,ES53,3.99
2023,UNIDAD_MEDIDA.PER_100000,ES,5.56
2023,UNIDAD_MEDIDA.PER_100000,ES53,5.53
