Year,Units,general.territorio,Value
2011,UNIDAD_MEDIDA.PT,ES,3.30
2011,UNIDAD_MEDIDA.PT,ES53,2.05
2012,UNIDAD_MEDIDA.PT,ES,3.20
2012,UNIDAD_MEDIDA.PT,ES53,2.32
2013,UNIDAD_MEDIDA.PT,ES,3.30
2013,UNIDAD_MEDIDA.PT,ES53,2.98
2014,UNIDAD_MEDIDA.PT,ES,3.50
2014,UNIDAD_MEDIDA.PT,ES53,2.91
2015,UNIDAD_MEDIDA.PT,ES,3.50
2015,UNIDAD_MEDIDA.PT,ES53,2.69
2016,UNIDAD_MEDIDA.PT,ES,3.60
2016,UNIDAD_MEDIDA.PT,ES53,2.57
2017,UNIDAD_MEDIDA.PT,ES,3.70
2017,UNIDAD_MEDIDA.PT,ES53,3.38
2018,UNIDAD_MEDIDA.PT,ES,3.60
2018,UNIDAD_MEDIDA.PT,ES53,2.71
2019,UNIDAD_MEDIDA.PT,ES,3.60
2019,UNIDAD_MEDIDA.PT,ES53,3.59
2020,UNIDAD_MEDIDA.PT,ES,3.50
2020,UNIDAD_MEDIDA.PT,ES53,3.87
2021,UNIDAD_MEDIDA.PT,ES,3.50
2021,UNIDAD_MEDIDA.PT,ES53,3.92
2022,UNIDAD_MEDIDA.PT,ES,3.40
2022,UNIDAD_MEDIDA.PT,ES53,3.25
2023,UNIDAD_MEDIDA.PT,ES,3.40
2023,UNIDAD_MEDIDA.PT,ES53,3.72
