Year,Units,general.territorio,Serie,SERIE_TEMPORAL.Encabezado,Value
2020,UNIDAD_MEDIDA.PT,ES533,SERIE.SERIE_B,SERIE_TEMPORAL._L_ES_160601_1B,88.60
2021,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIE_TEMPORAL._L_ES_160601_1B,100.22
2021,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIE_TEMPORAL._L_ES_160601_1B,102.52
2021,UNIDAD_MEDIDA.PT,ES531_071,SERIE.SERIE_B,SERIE_TEMPORAL._L_ES_160601_1B,109.72
2021,UNIDAD_MEDIDA.PT,ES531_072,SERIE.SERIE_B,SERIE_TEMPORAL._L_ES_160601_1B,99.17
2021,UNIDAD_MEDIDA.PT,ES532,SERIE.SERIE_B,SERIE_TEMPORAL._L_ES_160601_1B,104.89
2021,UNIDAD_MEDIDA.PT,ES533,SERIE.SERIE_B,SERIE_TEMPORAL._L_ES_160601_1B,88.11
2022,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIE_TEMPORAL._L_ES_160601_1B,101.58
2022,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIE_TEMPORAL._L_ES_160601_1B,99.24
2022,UNIDAD_MEDIDA.PT,ES531_072,SERIE.SERIE_B,SERIE_TEMPORAL._L_ES_160601_1B,97.15
2022,UNIDAD_MEDIDA.PT,ES532,SERIE.SERIE_B,SERIE_TEMPORAL._L_ES_160601_1B,100.87
2022,UNIDAD_MEDIDA.PT,ES533,SERIE.SERIE_B,SERIE_TEMPORAL._L_ES_160601_1B,80.79
