Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.PER_100000,ES,0.25
2010,UNIDAD_MEDIDA.PER_100000,ES53,0.08
2011,UNIDAD_MEDIDA.PER_100000,ES,0.26
2011,UNIDAD_MEDIDA.PER_100000,ES53,0.02
2012,UNIDAD_MEDIDA.PER_100000,ES,0.26
2012,UNIDAD_MEDIDA.PER_100000,ES53,0.04
2013,UNIDAD_MEDIDA.PER_100000,ES,0.30
2013,UNIDAD_MEDIDA.PER_100000,ES53,0.16
2014,UNIDAD_MEDIDA.PER_100000,ES,0.30
2014,UNIDAD_MEDIDA.PER_100000,ES53,0.34
2015,UNIDAD_MEDIDA.PER_100000,ES,0.35
2015,UNIDAD_MEDIDA.PER_100000,ES53,0.42
2016,UNIDAD_MEDIDA.PER_100000,ES,0.38
2016,UNIDAD_MEDIDA.PER_100000,ES53,0.48
2017,UNIDAD_MEDIDA.PER_100000,ES,0.48
2017,UNIDAD_MEDIDA.PER_100000,ES53,0.64
2018,UNIDAD_MEDIDA.PER_100000,ES,0.57
2018,UNIDAD_MEDIDA.PER_100000,ES53,0.74
2019,UNIDAD_MEDIDA.PER_100000,ES,0.67
2019,UNIDAD_MEDIDA.PER_100000,ES53,0.88
2020,UNIDAD_MEDIDA.PER_100000,ES,0.69
2020,UNIDAD_MEDIDA.PER_100000,ES53,0.84
2021,UNIDAD_MEDIDA.PER_100000,ES,0.64
2021,UNIDAD_MEDIDA.PER_100000,ES53,0.78
2022,UNIDAD_MEDIDA.PER_100000,ES,0.70
2022,UNIDAD_MEDIDA.PER_100000,ES53,0.76
2023,UNIDAD_MEDIDA.PER_100000,ES,1.14
2023,UNIDAD_MEDIDA.PER_100000,ES53,1.34
