Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.PT,ES,18.72
2010,UNIDAD_MEDIDA.PT,ES53,19.73
2011,UNIDAD_MEDIDA.PT,ES,17.24
2011,UNIDAD_MEDIDA.PT,ES53,22.76
2012,UNIDAD_MEDIDA.PT,ES,15.95
2012,UNIDAD_MEDIDA.PT,ES53,18.77
2013,UNIDAD_MEDIDA.PT,ES,13.92
2013,UNIDAD_MEDIDA.PT,ES53,15.34
2014,UNIDAD_MEDIDA.PT,ES,13.22
2014,UNIDAD_MEDIDA.PT,ES53,16.49
2015,UNIDAD_MEDIDA.PT,ES,12.47
2015,UNIDAD_MEDIDA.PT,ES53,16.75
2016,UNIDAD_MEDIDA.PT,ES,13.42
2016,UNIDAD_MEDIDA.PT,ES53,16.18
2017,UNIDAD_MEDIDA.PT,ES,14.22
2017,UNIDAD_MEDIDA.PT,ES53,16.54
2018,UNIDAD_MEDIDA.PT,ES,15.63
2018,UNIDAD_MEDIDA.PT,ES53,19.88
2019,UNIDAD_MEDIDA.PT,ES,16.15
2019,UNIDAD_MEDIDA.PT,ES53,15.89
2020,UNIDAD_MEDIDA.PT,ES,15.72
2020,UNIDAD_MEDIDA.PT,ES53,14.42
2021,UNIDAD_MEDIDA.PT,ES,16.06
2021,UNIDAD_MEDIDA.PT,ES53,14.63
2022,UNIDAD_MEDIDA.PT,ES,16.19
2022,UNIDAD_MEDIDA.PT,ES53,16.50
