Year,Units,general.territorio,Value
2015,UNIDAD_MEDIDA.PT,ES,96.49
2015,UNIDAD_MEDIDA.PT,ES53,99.53
2016,UNIDAD_MEDIDA.PT,ES,96.19
2016,UNIDAD_MEDIDA.PT,ES53,97.94
2017,UNIDAD_MEDIDA.PT,ES,96.87
2017,UNIDAD_MEDIDA.PT,ES53,100.00
2018,UNIDAD_MEDIDA.PT,ES,97.05
2018,UNIDAD_MEDIDA.PT,ES53,99.64
2019,UNIDAD_MEDIDA.PT,ES,97.09
2019,UNIDAD_MEDIDA.PT,ES53,97.89
2020,UNIDAD_MEDIDA.PT,ES,97.16
2020,UNIDAD_MEDIDA.PT,ES53,97.58
2021,UNIDAD_MEDIDA.PT,ES,97.89
2021,UNIDAD_MEDIDA.PT,ES53,98.16
2022,UNIDAD_MEDIDA.PT,ES,97.34
2022,UNIDAD_MEDIDA.PT,ES53,95.67
2023,UNIDAD_MEDIDA.PT,ES53,97.97
