Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.PT,ES,42.22
2010,UNIDAD_MEDIDA.PT,ES53,49.15
2011,UNIDAD_MEDIDA.PT,ES,43.14
2011,UNIDAD_MEDIDA.PT,ES53,45.76
2012,UNIDAD_MEDIDA.PT,ES,43.38
2012,UNIDAD_MEDIDA.PT,ES53,45.76
2013,UNIDAD_MEDIDA.PT,ES,43.38
2013,UNIDAD_MEDIDA.PT,ES53,45.76
2014,UNIDAD_MEDIDA.PT,ES,43.38
2014,UNIDAD_MEDIDA.PT,ES53,45.76
2015,UNIDAD_MEDIDA.PT,ES,44.52
2015,UNIDAD_MEDIDA.PT,ES53,47.46
2016,UNIDAD_MEDIDA.PT,ES,45.08
2016,UNIDAD_MEDIDA.PT,ES53,47.46
2017,UNIDAD_MEDIDA.PT,ES,45.43
2017,UNIDAD_MEDIDA.PT,ES53,47.46
2018,UNIDAD_MEDIDA.PT,ES,45.43
2018,UNIDAD_MEDIDA.PT,ES53,47.46
2019,UNIDAD_MEDIDA.PT,ES,46.23
2019,UNIDAD_MEDIDA.PT,ES53,47.46
2020,UNIDAD_MEDIDA.PT,ES,46.34
2020,UNIDAD_MEDIDA.PT,ES53,47.46
2021,UNIDAD_MEDIDA.PT,ES,47.18
2021,UNIDAD_MEDIDA.PT,ES53,46.55
