Year,Units,general.territorio,Value
2015,UNIDAD_MEDIDA.PT,ES,-2.59
2015,UNIDAD_MEDIDA.PT,ES53,-2.44
2016,UNIDAD_MEDIDA.PT,ES,-0.86
2016,UNIDAD_MEDIDA.PT,ES53,2.79
2017,UNIDAD_MEDIDA.PT,ES,0.56
2017,UNIDAD_MEDIDA.PT,ES53,-0.42
2018,UNIDAD_MEDIDA.PT,ES,2.27
2018,UNIDAD_MEDIDA.PT,ES53,6.09
2019,UNIDAD_MEDIDA.PT,ES,3.73
2019,UNIDAD_MEDIDA.PT,ES53,7.68
2020,UNIDAD_MEDIDA.PT,ES,4.69
2020,UNIDAD_MEDIDA.PT,ES53,8.22
2021,UNIDAD_MEDIDA.PT,ES,3.40
2021,UNIDAD_MEDIDA.PT,ES53,1.28
2022,UNIDAD_MEDIDA.PT,ES,4.55
2022,UNIDAD_MEDIDA.PT,ES53,5.53
