Year,Units,general.territorio,Value
2011,UNIDAD_MEDIDA.PT,ES,32.64
2011,UNIDAD_MEDIDA.PT,ES53,32.26
2012,UNIDAD_MEDIDA.PT,ES,24.76
2012,UNIDAD_MEDIDA.PT,ES53,35.48
2013,UNIDAD_MEDIDA.PT,ES,15.89
2013,UNIDAD_MEDIDA.PT,ES53,10.42
2014,UNIDAD_MEDIDA.PT,ES,15.7
2014,UNIDAD_MEDIDA.PT,ES53,9.80
2015,UNIDAD_MEDIDA.PT,ES,19.49
2015,UNIDAD_MEDIDA.PT,ES53,31.71
2016,UNIDAD_MEDIDA.PT,ES,18.77
2016,UNIDAD_MEDIDA.PT,ES53,20.93
2017,UNIDAD_MEDIDA.PT,ES,24.65
2017,UNIDAD_MEDIDA.PT,ES53,24.44
2018,UNIDAD_MEDIDA.PT,ES,22.31
2018,UNIDAD_MEDIDA.PT,ES53,14.89
2019,UNIDAD_MEDIDA.PT,ES,28.9
2019,UNIDAD_MEDIDA.PT,ES53,38.64
2020,UNIDAD_MEDIDA.PT,ES,30.79
2020,UNIDAD_MEDIDA.PT,ES53,43.64
2021,UNIDAD_MEDIDA.PT,ES,31.98
2021,UNIDAD_MEDIDA.PT,ES53,42.32
2022,UNIDAD_MEDIDA.PT,ES,33.8
2022,UNIDAD_MEDIDA.PT,ES53,21.09
2023,UNIDAD_MEDIDA.PT,ES,34.24
2023,UNIDAD_MEDIDA.PT,ES53,31.50
2024,UNIDAD_MEDIDA.PT,ES,33.06
2024,UNIDAD_MEDIDA.PT,ES53,32.98
