Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.IX,ES,1.11
2010,UNIDAD_MEDIDA.IX,ES53,1.11
2011,UNIDAD_MEDIDA.IX,ES,1.11
2011,UNIDAD_MEDIDA.IX,ES53,1.09
2012,UNIDAD_MEDIDA.IX,ES,1.10
2012,UNIDAD_MEDIDA.IX,ES53,1.04
2013,UNIDAD_MEDIDA.IX,ES,1.09
2013,UNIDAD_MEDIDA.IX,ES53,1.10
2014,UNIDAD_MEDIDA.IX,ES,1.08
2014,UNIDAD_MEDIDA.IX,ES53,1.20
2015,UNIDAD_MEDIDA.IX,ES,1.08
2015,UNIDAD_MEDIDA.IX,ES53,1.16
2016,UNIDAD_MEDIDA.IX,ES,1.08
2016,UNIDAD_MEDIDA.IX,ES53,1.27
2017,UNIDAD_MEDIDA.IX,ES,1.07
2017,UNIDAD_MEDIDA.IX,ES53,1.20
2018,UNIDAD_MEDIDA.IX,ES,1.10
2018,UNIDAD_MEDIDA.IX,ES53,1.15
2019,UNIDAD_MEDIDA.IX,ES,1.12
2019,UNIDAD_MEDIDA.IX,ES53,1.14
2020,UNIDAD_MEDIDA.IX,ES,1.12
2020,UNIDAD_MEDIDA.IX,ES53,1.28
2021,UNIDAD_MEDIDA.IX,ES,1.15
2021,UNIDAD_MEDIDA.IX,ES53,1.17
2022,UNIDAD_MEDIDA.IX,ES,1.14
2022,UNIDAD_MEDIDA.IX,ES53,1.13
2023,UNIDAD_MEDIDA.IX,ES,1.14
2023,UNIDAD_MEDIDA.IX,ES53,1.21
2024,UNIDAD_MEDIDA.IX,ES,1.13
2024,UNIDAD_MEDIDA.IX,ES53,1.18
