Year,Units,general.territorio,Serie,general.series,Value
2010,UNIDAD_MEDIDA.EUR_1000000,ES,SERIE.SERIE_A,SERIES._L_ES_170301_1A,7982.83
2010,UNIDAD_MEDIDA.EUR_1000000,ES53,SERIE.SERIE_A,SERIES._L_ES_170301_1A,168.56
2011,UNIDAD_MEDIDA.EUR_1000000,ES,SERIE.SERIE_A,SERIES._L_ES_170301_1A,12812.41
2011,UNIDAD_MEDIDA.EUR_1000000,ES53,SERIE.SERIE_A,SERIES._L_ES_170301_1A,54.90
2012,UNIDAD_MEDIDA.EUR_1000000,ES,SERIE.SERIE_A,SERIES._L_ES_170301_1A,1997.35
2012,UNIDAD_MEDIDA.EUR_1000000,ES53,SERIE.SERIE_A,SERIES._L_ES_170301_1A,168.22
2013,UNIDAD_MEDIDA.EUR_1000000,ES,SERIE.SERIE_A,SERIES._L_ES_170301_1A,9357.84
2013,UNIDAD_MEDIDA.EUR_1000000,ES53,SERIE.SERIE_A,SERIES._L_ES_170301_1A,297.63
2014,UNIDAD_MEDIDA.EUR_1000000,ES,SERIE.SERIE_A,SERIES._L_ES_170301_1A,7989.19
2014,UNIDAD_MEDIDA.EUR_1000000,ES53,SERIE.SERIE_A,SERIES._L_ES_170301_1A,187.87
2015,UNIDAD_MEDIDA.EUR_1000000,ES,SERIE.SERIE_A,SERIES._L_ES_170301_1A,6739.89
2015,UNIDAD_MEDIDA.EUR_1000000,ES53,SERIE.SERIE_A,SERIES._L_ES_170301_1A,176.99
2016,UNIDAD_MEDIDA.EUR_1000000,ES,SERIE.SERIE_A,SERIES._L_ES_170301_1A,9197.08
2016,UNIDAD_MEDIDA.EUR_1000000,ES53,SERIE.SERIE_A,SERIES._L_ES_170301_1A,172.69
2017,UNIDAD_MEDIDA.EUR_1000000,ES,SERIE.SERIE_A,SERIES._L_ES_170301_1A,9599.05
2017,UNIDAD_MEDIDA.EUR_1000000,ES53,SERIE.SERIE_A,SERIES._L_ES_170301_1A,77.26
2018,UNIDAD_MEDIDA.EUR_1000000,ES,SERIE.SERIE_A,SERIES._L_ES_170301_1A,8897.20
2018,UNIDAD_MEDIDA.EUR_1000000,ES53,SERIE.SERIE_A,SERIES._L_ES_170301_1A,138.92
2019,UNIDAD_MEDIDA.EUR_1000000,ES,SERIE.SERIE_A,SERIES._L_ES_170301_1A,4400.10
2019,UNIDAD_MEDIDA.EUR_1000000,ES53,SERIE.SERIE_A,SERIES._L_ES_170301_1A,431.27
2020,UNIDAD_MEDIDA.EUR_1000000,ES,SERIE.SERIE_A,SERIES._L_ES_170301_1A,3805.82
2020,UNIDAD_MEDIDA.EUR_1000000,ES53,SERIE.SERIE_A,SERIES._L_ES_170301_1A,96.51
2021,UNIDAD_MEDIDA.EUR_1000000,ES,SERIE.SERIE_A,SERIES._L_ES_170301_1A,-555.87
2021,UNIDAD_MEDIDA.EUR_1000000,ES53,SERIE.SERIE_A,SERIES._L_ES_170301_1A,-0.92
2022,UNIDAD_MEDIDA.EUR_1000000,ES,SERIE.SERIE_A,SERIES._L_ES_170301_1A,-4652.32
2022,UNIDAD_MEDIDA.EUR_1000000,ES53,SERIE.SERIE_A,SERIES._L_ES_170301_1A,139.52
2023,UNIDAD_MEDIDA.EUR_1000000,ES,SERIE.SERIE_A,SERIES._L_ES_170301_1A,7527.09
2023,UNIDAD_MEDIDA.EUR_1000000,ES53,SERIE.SERIE_A,SERIES._L_ES_170301_1A,67.66
2024,UNIDAD_MEDIDA.EUR_1000000,ES,SERIE.SERIE_A,SERIES._L_ES_170301_1A,3505.87
2010,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES._L_ES_170301_2A,0.74
2010,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES._L_ES_170301_2A,0.64
2011,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES._L_ES_170301_2A,1.20
2011,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES._L_ES_170301_2A,0.20
2012,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES._L_ES_170301_2A,0.19
2012,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES._L_ES_170301_2A,0.65
2013,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES._L_ES_170301_2A,0.91
2013,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES._L_ES_170301_2A,1.14
2014,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES._L_ES_170301_2A,0.77
2014,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES._L_ES_170301_2A,0.70
2015,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES._L_ES_170301_2A,0.62
2015,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES._L_ES_170301_2A,0.63
2016,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES._L_ES_170301_2A,0.82
2016,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES._L_ES_170301_2A,0.58
2017,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES._L_ES_170301_2A,0.82
2017,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES._L_ES_170301_2A,0.27
2018,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES._L_ES_170301_2A,0.73
2018,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES._L_ES_170301_2A,0.41
2019,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES._L_ES_170301_2A,0.35
2019,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES._L_ES_170301_2A,1.24
2020,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES._L_ES_170301_2A,0.34
2020,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES._L_ES_170301_2A,0.37
2021,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES._L_ES_170301_2A,-0.04
2021,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES._L_ES_170301_2A,0.00
2022,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES._L_ES_170301_2A,-0.34
2022,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES._L_ES_170301_2A,0.38
2023,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES._L_ES_170301_2A,0.50
2023,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES._L_ES_170301_2A,0.16
2024,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES._L_ES_170301_2A,0.22
2010,UNIDAD_MEDIDA.EUR_1000000,ES,SERIE.SERIE_C,SERIES._L_ES_170301_1B,510.42
2010,UNIDAD_MEDIDA.EUR_1000000,ES53,SERIE.SERIE_C,SERIES._L_ES_170301_1B,12.79
2011,UNIDAD_MEDIDA.EUR_1000000,ES,SERIE.SERIE_C,SERIES._L_ES_170301_1B,286.82
2011,UNIDAD_MEDIDA.EUR_1000000,ES53,SERIE.SERIE_C,SERIES._L_ES_170301_1B,2.40
2012,UNIDAD_MEDIDA.EUR_1000000,ES,SERIE.SERIE_C,SERIES._L_ES_170301_1B,207.72
2012,UNIDAD_MEDIDA.EUR_1000000,ES53,SERIE.SERIE_C,SERIES._L_ES_170301_1B,2.96
2013,UNIDAD_MEDIDA.EUR_1000000,ES,SERIE.SERIE_C,SERIES._L_ES_170301_1B,185.70
2013,UNIDAD_MEDIDA.EUR_1000000,ES53,SERIE.SERIE_C,SERIES._L_ES_170301_1B,1.54
2014,UNIDAD_MEDIDA.EUR_1000000,ES,SERIE.SERIE_C,SERIES._L_ES_170301_1B,162.35
2014,UNIDAD_MEDIDA.EUR_1000000,ES53,SERIE.SERIE_C,SERIES._L_ES_170301_1B,0.42
2015,UNIDAD_MEDIDA.EUR_1000000,ES,SERIE.SERIE_C,SERIES._L_ES_170301_1B,189.80
2015,UNIDAD_MEDIDA.EUR_1000000,ES53,SERIE.SERIE_C,SERIES._L_ES_170301_1B,4.80
2016,UNIDAD_MEDIDA.EUR_1000000,ES,SERIE.SERIE_C,SERIES._L_ES_170301_1B,218.57
2016,UNIDAD_MEDIDA.EUR_1000000,ES53,SERIE.SERIE_C,SERIES._L_ES_170301_1B,2.17
2017,UNIDAD_MEDIDA.EUR_1000000,ES,SERIE.SERIE_C,SERIES._L_ES_170301_1B,244.96
2017,UNIDAD_MEDIDA.EUR_1000000,ES53,SERIE.SERIE_C,SERIES._L_ES_170301_1B,7.58
2018,UNIDAD_MEDIDA.EUR_1000000,ES,SERIE.SERIE_C,SERIES._L_ES_170301_1B,287.29
2018,UNIDAD_MEDIDA.EUR_1000000,ES53,SERIE.SERIE_C,SERIES._L_ES_170301_1B,8.39
2019,UNIDAD_MEDIDA.EUR_1000000,ES,SERIE.SERIE_C,SERIES._L_ES_170301_1B,321.29
2019,UNIDAD_MEDIDA.EUR_1000000,ES53,SERIE.SERIE_C,SERIES._L_ES_170301_1B,5.86
2020,UNIDAD_MEDIDA.EUR_1000000,ES,SERIE.SERIE_C,SERIES._L_ES_170301_1B,305.80
2020,UNIDAD_MEDIDA.EUR_1000000,ES53,SERIE.SERIE_C,SERIES._L_ES_170301_1B,6.33
2021,UNIDAD_MEDIDA.EUR_1000000,ES,SERIE.SERIE_C,SERIES._L_ES_170301_1B,336.06
2021,UNIDAD_MEDIDA.EUR_1000000,ES53,SERIE.SERIE_C,SERIES._L_ES_170301_1B,8.34
2022,UNIDAD_MEDIDA.EUR_1000000,ES,SERIE.SERIE_C,SERIES._L_ES_170301_1B,410.81
2022,UNIDAD_MEDIDA.EUR_1000000,ES53,SERIE.SERIE_C,SERIES._L_ES_170301_1B,7.49
2023,UNIDAD_MEDIDA.EUR_1000000,ES,SERIE.SERIE_C,SERIES._L_ES_170301_1B,415.19
2023,UNIDAD_MEDIDA.EUR_1000000,ES53,SERIE.SERIE_C,SERIES._L_ES_170301_1B,8.97
2010,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIES._L_ES_170301_2B,0.05
2010,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_D,SERIES._L_ES_170301_2B,0.05
2011,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIES._L_ES_170301_2B,0.03
2011,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_D,SERIES._L_ES_170301_2B,0.01
2012,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIES._L_ES_170301_2B,0.02
2012,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_D,SERIES._L_ES_170301_2B,0.01
2013,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIES._L_ES_170301_2B,0.02
2013,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_D,SERIES._L_ES_170301_2B,0.01
2014,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIES._L_ES_170301_2B,0.02
2014,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_D,SERIES._L_ES_170301_2B,0.00
2015,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIES._L_ES_170301_2B,0.02
2015,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_D,SERIES._L_ES_170301_2B,0.02
2016,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIES._L_ES_170301_2B,0.02
2016,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_D,SERIES._L_ES_170301_2B,0.01
2017,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIES._L_ES_170301_2B,0.02
2017,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_D,SERIES._L_ES_170301_2B,0.02
2018,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIES._L_ES_170301_2B,0.02
2018,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_D,SERIES._L_ES_170301_2B,0.03
2019,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIES._L_ES_170301_2B,0.03
