Year,Units,general.territorio,Serie,general.series,Value
2010,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES.GB_XPD_RSDV,1.35
2010,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES.GB_XPD_RSDV,0.41
2011,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES.GB_XPD_RSDV,1.33
2011,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES.GB_XPD_RSDV,0.36
2012,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES.GB_XPD_RSDV,1.29
2012,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES.GB_XPD_RSDV,0.34
2013,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES.GB_XPD_RSDV,1.27
2013,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES.GB_XPD_RSDV,0.33
2014,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES.GB_XPD_RSDV,1.23
2014,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES.GB_XPD_RSDV,0.31
2015,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES.GB_XPD_RSDV,1.21
2015,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES.GB_XPD_RSDV,0.31
2016,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES.GB_XPD_RSDV,1.18
2016,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES.GB_XPD_RSDV,0.31
2017,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES.GB_XPD_RSDV,1.20
2017,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES.GB_XPD_RSDV,0.36
2018,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES.GB_XPD_RSDV,1.23
2018,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES.GB_XPD_RSDV,0.39
2019,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES.GB_XPD_RSDV,1.24
2019,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES.GB_XPD_RSDV,0.39
2020,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES.GB_XPD_RSDV,1.40
2020,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES.GB_XPD_RSDV,0.52
2021,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES.GB_XPD_RSDV,1.40
2021,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES.GB_XPD_RSDV,0.48
2022,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES.GB_XPD_RSDV,1.40
2022,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES.GB_XPD_RSDV,0.44
2023,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES.GB_XPD_RSDV,1.49
2023,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES.GB_XPD_RSDV,0.48
2024,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES.GB_XPD_RSDV,1.50
