Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.PER_1000_POP,ES,10.61
2010,UNIDAD_MEDIDA.PER_1000_POP,ES53,11.28
2010,UNIDAD_MEDIDA.PER_1000_POP,ES531_071,20.20
2010,UNIDAD_MEDIDA.PER_1000_POP,ES531_072,9.85
2010,UNIDAD_MEDIDA.PER_1000_POP,ES532,11.69
2010,UNIDAD_MEDIDA.PER_1000_POP,ES533,8.50
2011,UNIDAD_MEDIDA.PER_1000_POP,ES,9.51
2011,UNIDAD_MEDIDA.PER_1000_POP,ES53,9.33
2011,UNIDAD_MEDIDA.PER_1000_POP,ES531_071,9.76
2011,UNIDAD_MEDIDA.PER_1000_POP,ES531_072,7.45
2011,UNIDAD_MEDIDA.PER_1000_POP,ES532,10.13
2011,UNIDAD_MEDIDA.PER_1000_POP,ES533,4.22
2012,UNIDAD_MEDIDA.PER_1000_POP,ES,8.99
2012,UNIDAD_MEDIDA.PER_1000_POP,ES53,9.02
2012,UNIDAD_MEDIDA.PER_1000_POP,ES531_071,4.81
2012,UNIDAD_MEDIDA.PER_1000_POP,ES531_072,9.25
2012,UNIDAD_MEDIDA.PER_1000_POP,ES532,9.25
2012,UNIDAD_MEDIDA.PER_1000_POP,ES533,6.93
2013,UNIDAD_MEDIDA.PER_1000_POP,ES,8.38
2013,UNIDAD_MEDIDA.PER_1000_POP,ES53,8.23
2013,UNIDAD_MEDIDA.PER_1000_POP,ES531_071,4.52
2013,UNIDAD_MEDIDA.PER_1000_POP,ES531_072,8.24
2013,UNIDAD_MEDIDA.PER_1000_POP,ES532,8.62
2013,UNIDAD_MEDIDA.PER_1000_POP,ES533,5.07
2014,UNIDAD_MEDIDA.PER_1000_POP,ES,8.09
2014,UNIDAD_MEDIDA.PER_1000_POP,ES53,7.46
2014,UNIDAD_MEDIDA.PER_1000_POP,ES531_071,19.14
2014,UNIDAD_MEDIDA.PER_1000_POP,ES531_072,7.23
2014,UNIDAD_MEDIDA.PER_1000_POP,ES532,7.70
2014,UNIDAD_MEDIDA.PER_1000_POP,ES533,4.52
2015,UNIDAD_MEDIDA.PER_1000_POP,ES,7.74
2015,UNIDAD_MEDIDA.PER_1000_POP,ES53,6.02
2015,UNIDAD_MEDIDA.PER_1000_POP,ES531_071,0.00
2015,UNIDAD_MEDIDA.PER_1000_POP,ES531_072,6.50
2015,UNIDAD_MEDIDA.PER_1000_POP,ES532,6.25
2015,UNIDAD_MEDIDA.PER_1000_POP,ES533,3.95
2016,UNIDAD_MEDIDA.PER_1000_POP,ES,7.36
2016,UNIDAD_MEDIDA.PER_1000_POP,ES53,7.68
2016,UNIDAD_MEDIDA.PER_1000_POP,ES531_071,5.10
2016,UNIDAD_MEDIDA.PER_1000_POP,ES531_072,7.08
2016,UNIDAD_MEDIDA.PER_1000_POP,ES532,8.15
2016,UNIDAD_MEDIDA.PER_1000_POP,ES533,4.63
2017,UNIDAD_MEDIDA.PER_1000_POP,ES,7.07
2017,UNIDAD_MEDIDA.PER_1000_POP,ES53,7.44
2017,UNIDAD_MEDIDA.PER_1000_POP,ES531_071,5.03
2017,UNIDAD_MEDIDA.PER_1000_POP,ES531_072,8.29
2017,UNIDAD_MEDIDA.PER_1000_POP,ES532,7.72
2017,UNIDAD_MEDIDA.PER_1000_POP,ES533,4.16
2018,UNIDAD_MEDIDA.PER_1000_POP,ES,6.26
2018,UNIDAD_MEDIDA.PER_1000_POP,ES53,5.55
2018,UNIDAD_MEDIDA.PER_1000_POP,ES531_071,4.83
2018,UNIDAD_MEDIDA.PER_1000_POP,ES531_072,4.72
2018,UNIDAD_MEDIDA.PER_1000_POP,ES532,5.89
2018,UNIDAD_MEDIDA.PER_1000_POP,ES533,3.65
2019,UNIDAD_MEDIDA.PER_1000_POP,ES,5.99
2019,UNIDAD_MEDIDA.PER_1000_POP,ES53,5.83
2019,UNIDAD_MEDIDA.PER_1000_POP,ES531_071,5.08
2019,UNIDAD_MEDIDA.PER_1000_POP,ES531_072,3.85
2019,UNIDAD_MEDIDA.PER_1000_POP,ES532,6.33
2019,UNIDAD_MEDIDA.PER_1000_POP,ES533,3.96
2020,UNIDAD_MEDIDA.PER_1000_POP,ES,5.36
2020,UNIDAD_MEDIDA.PER_1000_POP,ES53,5.11
2020,UNIDAD_MEDIDA.PER_1000_POP,ES531_071,4.88
2020,UNIDAD_MEDIDA.PER_1000_POP,ES531_072,4.02
2020,UNIDAD_MEDIDA.PER_1000_POP,ES532,5.71
2020,UNIDAD_MEDIDA.PER_1000_POP,ES533,1.19
2021,UNIDAD_MEDIDA.PER_1000_POP,ES,4.62
2021,UNIDAD_MEDIDA.PER_1000_POP,ES53,4.26
2021,UNIDAD_MEDIDA.PER_1000_POP,ES531_071,4.83
2021,UNIDAD_MEDIDA.PER_1000_POP,ES531_072,2.98
2021,UNIDAD_MEDIDA.PER_1000_POP,ES532,4.52
2021,UNIDAD_MEDIDA.PER_1000_POP,ES533,3.59
2022,UNIDAD_MEDIDA.PER_1000_POP,ES,4.61
2022,UNIDAD_MEDIDA.PER_1000_POP,ES53,3.99
2022,UNIDAD_MEDIDA.PER_1000_POP,ES531_071,0.00
2022,UNIDAD_MEDIDA.PER_1000_POP,ES531_072,1.99
2022,UNIDAD_MEDIDA.PER_1000_POP,ES532,4.42
2022,UNIDAD_MEDIDA.PER_1000_POP,ES533,3.14
