Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.PT,ES,-21.37
2010,UNIDAD_MEDIDA.PT,ES53,-1.52
2011,UNIDAD_MEDIDA.PT,ES,-21.53
2011,UNIDAD_MEDIDA.PT,ES53,-6.68
2012,UNIDAD_MEDIDA.PT,ES,-22.90
2012,UNIDAD_MEDIDA.PT,ES53,-11.06
2013,UNIDAD_MEDIDA.PT,ES,-29.68
2013,UNIDAD_MEDIDA.PT,ES53,-22.06
2014,UNIDAD_MEDIDA.PT,ES,-30.17
2014,UNIDAD_MEDIDA.PT,ES53,-25.91
2015,UNIDAD_MEDIDA.PT,ES,-28.00
2015,UNIDAD_MEDIDA.PT,ES53,-22.32
2016,UNIDAD_MEDIDA.PT,ES,-31.07
2016,UNIDAD_MEDIDA.PT,ES53,-19.94
2017,UNIDAD_MEDIDA.PT,ES,-27.87
2017,UNIDAD_MEDIDA.PT,ES53,-12.85
2018,UNIDAD_MEDIDA.PT,ES,-29.58
2018,UNIDAD_MEDIDA.PT,ES53,-8.71
2019,UNIDAD_MEDIDA.PT,ES,-33.99
2019,UNIDAD_MEDIDA.PT,ES53,-15.95
2020,UNIDAD_MEDIDA.PT,ES,-43.81
2020,UNIDAD_MEDIDA.PT,ES53,-45.79
2021,UNIDAD_MEDIDA.PT,ES,-39.42
2021,UNIDAD_MEDIDA.PT,ES53,-32.22
2022,UNIDAD_MEDIDA.PT,ES,-37.91
2022,UNIDAD_MEDIDA.PT,ES53,-26.10
2023,UNIDAD_MEDIDA.PT,ES,-43.75
2023,UNIDAD_MEDIDA.PT,ES53,-30.16
