Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.IX,ES,1.34
2010,UNIDAD_MEDIDA.IX,ES53,1.42
2011,UNIDAD_MEDIDA.IX,ES,1.34
2011,UNIDAD_MEDIDA.IX,ES53,1.43
2012,UNIDAD_MEDIDA.IX,ES,1.36
2012,UNIDAD_MEDIDA.IX,ES53,1.43
2013,UNIDAD_MEDIDA.IX,ES,1.36
2013,UNIDAD_MEDIDA.IX,ES53,1.42
2014,UNIDAD_MEDIDA.IX,ES,1.36
2014,UNIDAD_MEDIDA.IX,ES53,1.43
2015,UNIDAD_MEDIDA.IX,ES,1.37
2015,UNIDAD_MEDIDA.IX,ES53,1.43
2016,UNIDAD_MEDIDA.IX,ES,1.38
2016,UNIDAD_MEDIDA.IX,ES53,1.44
2017,UNIDAD_MEDIDA.IX,ES,1.39
2017,UNIDAD_MEDIDA.IX,ES53,1.44
2018,UNIDAD_MEDIDA.IX,ES,1.39
2018,UNIDAD_MEDIDA.IX,ES53,1.45
2019,UNIDAD_MEDIDA.IX,ES,1.40
2019,UNIDAD_MEDIDA.IX,ES53,1.45
2020,UNIDAD_MEDIDA.IX,ES,1.40
2020,UNIDAD_MEDIDA.IX,ES53,1.43
2021,UNIDAD_MEDIDA.IX,ES,1.42
2021,UNIDAD_MEDIDA.IX,ES53,1.43
2022,UNIDAD_MEDIDA.IX,ES,1.42
2022,UNIDAD_MEDIDA.IX,ES53,1.42
2023,UNIDAD_MEDIDA.IX,ES,1.43
2023,UNIDAD_MEDIDA.IX,ES53,1.44
2024,UNIDAD_MEDIDA.IX,ES,1.43
2024,UNIDAD_MEDIDA.IX,ES53,1.44
