Year,Units,general.territorio,Serie,general.series,Value
2010,UNIDAD_MEDIDA.PER_100000_POP,ES,SERIE.SERIE_A,SERIES.SH_STA_SCIDE,6.78
2010,UNIDAD_MEDIDA.PER_100000_POP,ES53,SERIE.SERIE_A,SERIES.SH_STA_SCIDE,8.83
2010,UNIDAD_MEDIDA.PER_100000_POP,ES531_071,SERIE.SERIE_A,SERIES.SH_STA_SCIDE,0.00
2010,UNIDAD_MEDIDA.PER_100000_POP,ES531_072,SERIE.SERIE_A,SERIES.SH_STA_SCIDE,8.47
2010,UNIDAD_MEDIDA.PER_100000_POP,ES532,SERIE.SERIE_A,SERIES.SH_STA_SCIDE,9.01
2010,UNIDAD_MEDIDA.PER_100000_POP,ES533,SERIE.SERIE_A,SERIES.SH_STA_SCIDE,8.58
2011,UNIDAD_MEDIDA.PER_100000_POP,ES,SERIE.SERIE_A,SERIES.SH_STA_SCIDE,6.80
2011,UNIDAD_MEDIDA.PER_100000_POP,ES53,SERIE.SERIE_A,SERIES.SH_STA_SCIDE,7.94
2011,UNIDAD_MEDIDA.PER_100000_POP,ES531_071,SERIE.SERIE_A,SERIES.SH_STA_SCIDE,0.00
2011,UNIDAD_MEDIDA.PER_100000_POP,ES531_072,SERIE.SERIE_A,SERIES.SH_STA_SCIDE,8.32
2011,UNIDAD_MEDIDA.PER_100000_POP,ES532,SERIE.SERIE_A,SERIES.SH_STA_SCIDE,8.38
2011,UNIDAD_MEDIDA.PER_100000_POP,ES533,SERIE.SERIE_A,SERIES.SH_STA_SCIDE,4.26
2012,UNIDAD_MEDIDA.PER_100000_POP,ES,SERIE.SERIE_A,SERIES.SH_STA_SCIDE,7.57
2012,UNIDAD_MEDIDA.PER_100000_POP,ES53,SERIE.SERIE_A,SERIES.SH_STA_SCIDE,8.15
2012,UNIDAD_MEDIDA.PER_100000_POP,ES531_071,SERIE.SERIE_A,SERIES.SH_STA_SCIDE,18.52
2012,UNIDAD_MEDIDA.PER_100000_POP,ES531_072,SERIE.SERIE_A,SERIES.SH_STA_SCIDE,11.07
2012,UNIDAD_MEDIDA.PER_100000_POP,ES532,SERIE.SERIE_A,SERIES.SH_STA_SCIDE,7.64
2012,UNIDAD_MEDIDA.PER_100000_POP,ES533,SERIE.SERIE_A,SERIES.SH_STA_SCIDE,7.44
2013,UNIDAD_MEDIDA.PER_100000_POP,ES,SERIE.SERIE_A,SERIES.SH_STA_SCIDE,8.31
2013,UNIDAD_MEDIDA.PER_100000_POP,ES53,SERIE.SERIE_A,SERIES.SH_STA_SCIDE,9.35
2013,UNIDAD_MEDIDA.PER_100000_POP,ES531_071,SERIE.SERIE_A,SERIES.SH_STA_SCIDE,8.56
2013,UNIDAD_MEDIDA.PER_100000_POP,ES531_072,SERIE.SERIE_A,SERIES.SH_STA_SCIDE,7.87
2013,UNIDAD_MEDIDA.PER_100000_POP,ES532,SERIE.SERIE_A,SERIES.SH_STA_SCIDE,9.11
2013,UNIDAD_MEDIDA.PER_100000_POP,ES533,SERIE.SERIE_A,SERIES.SH_STA_SCIDE,13.82
2014,UNIDAD_MEDIDA.PER_100000_POP,ES,SERIE.SERIE_A,SERIES.SH_STA_SCIDE,8.42
2014,UNIDAD_MEDIDA.PER_100000_POP,ES53,SERIE.SERIE_A,SERIES.SH_STA_SCIDE,8.66
2014,UNIDAD_MEDIDA.PER_100000_POP,ES531_071,SERIE.SERIE_A,SERIES.SH_STA_SCIDE,16.38
2014,UNIDAD_MEDIDA.PER_100000_POP,ES531_072,SERIE.SERIE_A,SERIES.SH_STA_SCIDE,3.51
2014,UNIDAD_MEDIDA.PER_100000_POP,ES532,SERIE.SERIE_A,SERIES.SH_STA_SCIDE,8.71
2014,UNIDAD_MEDIDA.PER_100000_POP,ES533,SERIE.SERIE_A,SERIES.SH_STA_SCIDE,14.98
2015,UNIDAD_MEDIDA.PER_100000_POP,ES,SERIE.SERIE_A,SERIES.SH_STA_SCIDE,7.77
2015,UNIDAD_MEDIDA.PER_100000_POP,ES53,SERIE.SERIE_A,SERIES.SH_STA_SCIDE,8.23
2015,UNIDAD_MEDIDA.PER_100000_POP,ES531_071,SERIE.SERIE_A,SERIES.SH_STA_SCIDE,7.94
2015,UNIDAD_MEDIDA.PER_100000_POP,ES531_072,SERIE.SERIE_A,SERIES.SH_STA_SCIDE,8.97
2015,UNIDAD_MEDIDA.PER_100000_POP,ES532,SERIE.SERIE_A,SERIES.SH_STA_SCIDE,8.19
2015,UNIDAD_MEDIDA.PER_100000_POP,ES533,SERIE.SERIE_A,SERIES.SH_STA_SCIDE,7.52
2016,UNIDAD_MEDIDA.PER_100000_POP,ES,SERIE.SERIE_A,SERIES.SH_STA_SCIDE,7.69
2016,UNIDAD_MEDIDA.PER_100000_POP,ES53,SERIE.SERIE_A,SERIES.SH_STA_SCIDE,8.05
2016,UNIDAD_MEDIDA.PER_100000_POP,ES531_071,SERIE.SERIE_A,SERIES.SH_STA_SCIDE,23.38
2016,UNIDAD_MEDIDA.PER_100000_POP,ES531_072,SERIE.SERIE_A,SERIES.SH_STA_SCIDE,9.46
2016,UNIDAD_MEDIDA.PER_100000_POP,ES532,SERIE.SERIE_A,SERIES.SH_STA_SCIDE,7.65
2016,UNIDAD_MEDIDA.PER_100000_POP,ES533,SERIE.SERIE_A,SERIES.SH_STA_SCIDE,7.48
2017,UNIDAD_MEDIDA.PER_100000_POP,ES,SERIE.SERIE_A,SERIES.SH_STA_SCIDE,7.91
2017,UNIDAD_MEDIDA.PER_100000_POP,ES53,SERIE.SERIE_A,SERIES.SH_STA_SCIDE,8.89
2017,UNIDAD_MEDIDA.PER_100000_POP,ES531_071,SERIE.SERIE_A,SERIES.SH_STA_SCIDE,0.00
2017,UNIDAD_MEDIDA.PER_100000_POP,ES531_072,SERIE.SERIE_A,SERIES.SH_STA_SCIDE,8.63
2017,UNIDAD_MEDIDA.PER_100000_POP,ES532,SERIE.SERIE_A,SERIES.SH_STA_SCIDE,9.22
2017,UNIDAD_MEDIDA.PER_100000_POP,ES533,SERIE.SERIE_A,SERIES.SH_STA_SCIDE,7.46
2018,UNIDAD_MEDIDA.PER_100000_POP,ES,SERIE.SERIE_A,SERIES.SH_STA_SCIDE,7.58
2018,UNIDAD_MEDIDA.PER_100000_POP,ES53,SERIE.SERIE_A,SERIES.SH_STA_SCIDE,6.04
2018,UNIDAD_MEDIDA.PER_100000_POP,ES531_071,SERIE.SERIE_A,SERIES.SH_STA_SCIDE,0.00
2018,UNIDAD_MEDIDA.PER_100000_POP,ES531_072,SERIE.SERIE_A,SERIES.SH_STA_SCIDE,5.89
2018,UNIDAD_MEDIDA.PER_100000_POP,ES532,SERIE.SERIE_A,SERIES.SH_STA_SCIDE,5.80
2018,UNIDAD_MEDIDA.PER_100000_POP,ES533,SERIE.SERIE_A,SERIES.SH_STA_SCIDE,9.44
