Year,Units,general.territorio,Serie,SERIE_TEMPORAL.Encabezado,Value
2016,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_A,SERIE_TEMPORAL.VC_HTF_DETV,0.42
2016,UNIDAD_MEDIDA.PER_100000,ES53,SERIE.SERIE_A,SERIE_TEMPORAL.VC_HTF_DETV,2.85
2017,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_A,SERIE_TEMPORAL.VC_HTF_DETV,0.47
2017,UNIDAD_MEDIDA.PER_100000,ES53,SERIE.SERIE_A,SERIE_TEMPORAL.VC_HTF_DETV,2.38
2018,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_A,SERIE_TEMPORAL.VC_HTF_DETV,0.51
2018,UNIDAD_MEDIDA.PER_100000,ES53,SERIE.SERIE_A,SERIE_TEMPORAL.VC_HTF_DETV,0.52
2019,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_A,SERIE_TEMPORAL.VC_HTF_DETV,1.15
2019,UNIDAD_MEDIDA.PER_100000,ES53,SERIE.SERIE_A,SERIE_TEMPORAL.VC_HTF_DETV,1.20
2020,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_A,SERIE_TEMPORAL.VC_HTF_DETV,0.57
2020,UNIDAD_MEDIDA.PER_100000,ES53,SERIE.SERIE_A,SERIE_TEMPORAL.VC_HTF_DETV,0.76
2021,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_A,SERIE_TEMPORAL.VC_HTF_DETV,0.40
2021,UNIDAD_MEDIDA.PER_100000,ES53,SERIE.SERIE_A,SERIE_TEMPORAL.VC_HTF_DETV,1.01
2022,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_A,SERIE_TEMPORAL.VC_HTF_DETV,0.49
2022,UNIDAD_MEDIDA.PER_100000,ES53,SERIE.SERIE_A,SERIE_TEMPORAL.VC_HTF_DETV,0.08
2023,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_A,SERIE_TEMPORAL.VC_HTF_DETV,1.04
