Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.G_PER_EUR,ES,0.13
2010,UNIDAD_MEDIDA.G_PER_EUR,ES53,0.13
2011,UNIDAD_MEDIDA.G_PER_EUR,ES,0.13
2011,UNIDAD_MEDIDA.G_PER_EUR,ES53,0.13
2012,UNIDAD_MEDIDA.G_PER_EUR,ES,0.13
2012,UNIDAD_MEDIDA.G_PER_EUR,ES53,0.16
2013,UNIDAD_MEDIDA.G_PER_EUR,ES,0.10
2013,UNIDAD_MEDIDA.G_PER_EUR,ES53,0.11
2014,UNIDAD_MEDIDA.G_PER_EUR,ES,0.09
2014,UNIDAD_MEDIDA.G_PER_EUR,ES53,0.09
2015,UNIDAD_MEDIDA.G_PER_EUR,ES,0.11
2015,UNIDAD_MEDIDA.G_PER_EUR,ES53,0.13
2016,UNIDAD_MEDIDA.G_PER_EUR,ES,0.11
2016,UNIDAD_MEDIDA.G_PER_EUR,ES53,0.11
2017,UNIDAD_MEDIDA.G_PER_EUR,ES,0.11
2017,UNIDAD_MEDIDA.G_PER_EUR,ES53,0.12
2018,UNIDAD_MEDIDA.G_PER_EUR,ES,0.11
2018,UNIDAD_MEDIDA.G_PER_EUR,ES53,0.12
2019,UNIDAD_MEDIDA.G_PER_EUR,ES,0.12
2019,UNIDAD_MEDIDA.G_PER_EUR,ES53,0.18
2020,UNIDAD_MEDIDA.G_PER_EUR,ES,0.13
2020,UNIDAD_MEDIDA.G_PER_EUR,ES53,0.17
2021,UNIDAD_MEDIDA.G_PER_EUR,ES,0.11
2021,UNIDAD_MEDIDA.G_PER_EUR,ES53,0.15
2022,UNIDAD_MEDIDA.G_PER_EUR,ES,0.10
2022,UNIDAD_MEDIDA.G_PER_EUR,ES53,0.14
2023,UNIDAD_MEDIDA.G_PER_EUR,ES,0.11
2023,UNIDAD_MEDIDA.G_PER_EUR,ES53,0.13
