Year,Units,general.territorio,Serie,general.series,Value
2018,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES.SG_LGL_GENEQLFP,100.00
2018,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES.SG_LGL_GENEQLFP,100.00
2020,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES.SG_LGL_GENEQLFP,100.00
2020,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES.SG_LGL_GENEQLFP,100.00
2022,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES.SG_LGL_GENEQLFP,100.00
2022,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES.SG_LGL_GENEQLFP,100.00
2024,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES.SG_LGL_GENEQLFP,100.00
2024,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES.SG_LGL_GENEQLFP,100.00
2018,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES.SG_LGL_GENEQVAW,100.00
2018,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES.SG_LGL_GENEQVAW,100.00
2020,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES.SG_LGL_GENEQVAW,100.00
2020,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES.SG_LGL_GENEQVAW,100.00
2022,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES.SG_LGL_GENEQVAW,100.00
2022,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES.SG_LGL_GENEQVAW,100.00
2024,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES.SG_LGL_GENEQVAW,100.00
2024,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES.SG_LGL_GENEQVAW,100.00
2018,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_C,SERIES.SG_LGL_GENEQEMP,100.00
2018,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_C,SERIES.SG_LGL_GENEQEMP,100.00
2020,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_C,SERIES.SG_LGL_GENEQEMP,100.00
2020,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_C,SERIES.SG_LGL_GENEQEMP,100.00
2022,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_C,SERIES.SG_LGL_GENEQEMP,100.00
2022,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_C,SERIES.SG_LGL_GENEQEMP,100.00
2024,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_C,SERIES.SG_LGL_GENEQEMP,100.00
2024,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_C,SERIES.SG_LGL_GENEQEMP,100.00
2018,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIES.SG_LGL_GENEQMAR,81.82
2018,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_D,SERIES.SG_LGL_GENEQMAR,81.82
2020,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIES.SG_LGL_GENEQMAR,81.82
2020,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_D,SERIES.SG_LGL_GENEQMAR,81.82
2022,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIES.SG_LGL_GENEQMAR,81.82
2022,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_D,SERIES.SG_LGL_GENEQMAR,81.82
2024,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIES.SG_LGL_GENEQMAR,81.82
2024,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_D,SERIES.SG_LGL_GENEQMAR,81.82
