Year,Units,general.territorio,Serie,general.series,Value
2010,UNIDAD_MEDIDA.T_OE_PER_1000000_EUR,ES,SERIE.SERIE_A,SERIES._L_ES_070301_00,22.01
2010,UNIDAD_MEDIDA.T_OE_PER_1000000_EUR,ES53,SERIE.SERIE_A,SERIES._L_ES_070301_00,18.74
2011,UNIDAD_MEDIDA.T_OE_PER_1000000_EUR,ES,SERIE.SERIE_A,SERIES._L_ES_070301_00,21.73
2011,UNIDAD_MEDIDA.T_OE_PER_1000000_EUR,ES53,SERIE.SERIE_A,SERIES._L_ES_070301_00,18.53
2012,UNIDAD_MEDIDA.T_OE_PER_1000000_EUR,ES,SERIE.SERIE_A,SERIES._L_ES_070301_00,22.15
2012,UNIDAD_MEDIDA.T_OE_PER_1000000_EUR,ES53,SERIE.SERIE_A,SERIES._L_ES_070301_00,19.09
2013,UNIDAD_MEDIDA.T_OE_PER_1000000_EUR,ES,SERIE.SERIE_A,SERIES._L_ES_070301_00,21.85
2013,UNIDAD_MEDIDA.T_OE_PER_1000000_EUR,ES53,SERIE.SERIE_A,SERIES._L_ES_070301_00,18.58
2014,UNIDAD_MEDIDA.T_OE_PER_1000000_EUR,ES,SERIE.SERIE_A,SERIES._L_ES_070301_00,21.33
2014,UNIDAD_MEDIDA.T_OE_PER_1000000_EUR,ES53,SERIE.SERIE_A,SERIES._L_ES_070301_00,17.69
2015,UNIDAD_MEDIDA.T_OE_PER_1000000_EUR,ES,SERIE.SERIE_A,SERIES._L_ES_070301_00,20.79
2015,UNIDAD_MEDIDA.T_OE_PER_1000000_EUR,ES53,SERIE.SERIE_A,SERIES._L_ES_070301_00,17.37
2016,UNIDAD_MEDIDA.T_OE_PER_1000000_EUR,ES,SERIE.SERIE_A,SERIES._L_ES_070301_00,20.27
2016,UNIDAD_MEDIDA.T_OE_PER_1000000_EUR,ES53,SERIE.SERIE_A,SERIES._L_ES_070301_00,16.56
2017,UNIDAD_MEDIDA.T_OE_PER_1000000_EUR,ES,SERIE.SERIE_A,SERIES._L_ES_070301_00,19.69
2017,UNIDAD_MEDIDA.T_OE_PER_1000000_EUR,ES53,SERIE.SERIE_A,SERIES._L_ES_070301_00,16.30
2018,UNIDAD_MEDIDA.T_OE_PER_1000000_EUR,ES,SERIE.SERIE_A,SERIES._L_ES_070301_00,19.08
2018,UNIDAD_MEDIDA.T_OE_PER_1000000_EUR,ES53,SERIE.SERIE_A,SERIES._L_ES_070301_00,15.70
2019,UNIDAD_MEDIDA.T_OE_PER_1000000_EUR,ES,SERIE.SERIE_A,SERIES._L_ES_070301_00,18.15
2019,UNIDAD_MEDIDA.T_OE_PER_1000000_EUR,ES53,SERIE.SERIE_A,SERIES._L_ES_070301_00,15.31
2020,UNIDAD_MEDIDA.T_OE_PER_1000000_EUR,ES,SERIE.SERIE_A,SERIES._L_ES_070301_00,19.04
2020,UNIDAD_MEDIDA.T_OE_PER_1000000_EUR,ES53,SERIE.SERIE_A,SERIES._L_ES_070301_00,15.94
2021,UNIDAD_MEDIDA.T_OE_PER_1000000_EUR,ES,SERIE.SERIE_A,SERIES._L_ES_070301_00,17.86
2021,UNIDAD_MEDIDA.T_OE_PER_1000000_EUR,ES53,SERIE.SERIE_A,SERIES._L_ES_070301_00,15.58
2022,UNIDAD_MEDIDA.T_OE_PER_1000000_EUR,ES,SERIE.SERIE_A,SERIES._L_ES_070301_00,15.68
2022,UNIDAD_MEDIDA.T_OE_PER_1000000_EUR,ES53,SERIE.SERIE_A,SERIES._L_ES_070301_00,13.98
2023,UNIDAD_MEDIDA.T_OE_PER_1000000_EUR,ES,SERIE.SERIE_A,SERIES._L_ES_070301_00,14.16
2023,UNIDAD_MEDIDA.T_OE_PER_1000000_EUR,ES53,SERIE.SERIE_A,SERIES._L_ES_070301_00,12.36
