Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.EUR,ES,14.17
2010,UNIDAD_MEDIDA.EUR,ES53,4.06
2011,UNIDAD_MEDIDA.EUR,ES,11.23
2011,UNIDAD_MEDIDA.EUR,ES53,4.16
2012,UNIDAD_MEDIDA.EUR,ES,9.21
2012,UNIDAD_MEDIDA.EUR,ES53,1.68
2013,UNIDAD_MEDIDA.EUR,ES,8.54
2013,UNIDAD_MEDIDA.EUR,ES53,2.24
2014,UNIDAD_MEDIDA.EUR,ES,8.60
2014,UNIDAD_MEDIDA.EUR,ES53,2.74
2015,UNIDAD_MEDIDA.EUR,ES,9.29
2015,UNIDAD_MEDIDA.EUR,ES53,2.86
2016,UNIDAD_MEDIDA.EUR,ES,7.14
2016,UNIDAD_MEDIDA.EUR,ES53,3.11
2017,UNIDAD_MEDIDA.EUR,ES,9.12
2017,UNIDAD_MEDIDA.EUR,ES53,3.40
2018,UNIDAD_MEDIDA.EUR,ES,8.88
2018,UNIDAD_MEDIDA.EUR,ES53,3.71
2019,UNIDAD_MEDIDA.EUR,ES,10.01
2019,UNIDAD_MEDIDA.EUR,ES53,3.77
2020,UNIDAD_MEDIDA.EUR,ES,10.57
2020,UNIDAD_MEDIDA.EUR,ES53,3.76
2021,UNIDAD_MEDIDA.EUR,ES,12.77
2021,UNIDAD_MEDIDA.EUR,ES53,4.13
