Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.PT,ES53,2.86
2011,UNIDAD_MEDIDA.PT,ES,1.51
2011,UNIDAD_MEDIDA.PT,ES53,2.89
2012,UNIDAD_MEDIDA.PT,ES,2.05
2012,UNIDAD_MEDIDA.PT,ES53,2.51
2013,UNIDAD_MEDIDA.PT,ES,1.45
2013,UNIDAD_MEDIDA.PT,ES53,1.84
2014,UNIDAD_MEDIDA.PT,ES,0.48
2014,UNIDAD_MEDIDA.PT,ES53,0.06
2015,UNIDAD_MEDIDA.PT,ES,1.03
2015,UNIDAD_MEDIDA.PT,ES53,1.42
2016,UNIDAD_MEDIDA.PT,ES,0.35
2016,UNIDAD_MEDIDA.PT,ES53,0.93
2017,UNIDAD_MEDIDA.PT,ES,0.74
2017,UNIDAD_MEDIDA.PT,ES53,2.22
2018,UNIDAD_MEDIDA.PT,ES,-0.07
2018,UNIDAD_MEDIDA.PT,ES53,-1.02
2019,UNIDAD_MEDIDA.PT,ES,0.23
2019,UNIDAD_MEDIDA.PT,ES53,0.27
2020,UNIDAD_MEDIDA.PT,ES,0.05
2020,UNIDAD_MEDIDA.PT,ES53,-4.32
2021,UNIDAD_MEDIDA.PT,ES,-0.51
2021,UNIDAD_MEDIDA.PT,ES53,3.46
2022,UNIDAD_MEDIDA.PT,ES,1.24
2022,UNIDAD_MEDIDA.PT,ES53,2.55
2023,UNIDAD_MEDIDA.PT,ES,-0.21
2023,UNIDAD_MEDIDA.PT,ES53,-0.51
2024,UNIDAD_MEDIDA.PT,ES,1.20
2024,UNIDAD_MEDIDA.PT,ES53,3.44
2025,UNIDAD_MEDIDA.PT,ES,0.68
