Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.PER_1000,ES,0.04
2010,UNIDAD_MEDIDA.PER_1000,ES53,0.07
2011,UNIDAD_MEDIDA.PER_1000,ES,0.04
2011,UNIDAD_MEDIDA.PER_1000,ES53,0.05
2012,UNIDAD_MEDIDA.PER_1000,ES,0.03
2012,UNIDAD_MEDIDA.PER_1000,ES53,0.06
2013,UNIDAD_MEDIDA.PER_1000,ES,0.03
2013,UNIDAD_MEDIDA.PER_1000,ES53,0.05
2014,UNIDAD_MEDIDA.PER_1000,ES,0.03
2014,UNIDAD_MEDIDA.PER_1000,ES53,0.03
2015,UNIDAD_MEDIDA.PER_1000,ES,0.03
2015,UNIDAD_MEDIDA.PER_1000,ES53,0.04
2016,UNIDAD_MEDIDA.PER_1000,ES,0.03
2016,UNIDAD_MEDIDA.PER_1000,ES53,0.04
2017,UNIDAD_MEDIDA.PER_1000,ES,0.03
2017,UNIDAD_MEDIDA.PER_1000,ES53,0.02
2018,UNIDAD_MEDIDA.PER_1000,ES,0.02
2018,UNIDAD_MEDIDA.PER_1000,ES53,0.03
2019,UNIDAD_MEDIDA.PER_1000,ES,0.02
2019,UNIDAD_MEDIDA.PER_1000,ES53,0.04
