Year,Units,general.territorio,Value
2011,UNIDAD_MEDIDA.PT,ES,2.80
2011,UNIDAD_MEDIDA.PT,ES53,0.84
2012,UNIDAD_MEDIDA.PT,ES,2.80
2012,UNIDAD_MEDIDA.PT,ES53,1.02
2013,UNIDAD_MEDIDA.PT,ES,2.80
2013,UNIDAD_MEDIDA.PT,ES53,2.03
2014,UNIDAD_MEDIDA.PT,ES,2.90
2014,UNIDAD_MEDIDA.PT,ES53,1.95
2015,UNIDAD_MEDIDA.PT,ES,2.90
2015,UNIDAD_MEDIDA.PT,ES53,1.53
2016,UNIDAD_MEDIDA.PT,ES,3.10
2016,UNIDAD_MEDIDA.PT,ES53,1.59
2017,UNIDAD_MEDIDA.PT,ES,3.20
2017,UNIDAD_MEDIDA.PT,ES53,3.06
2018,UNIDAD_MEDIDA.PT,ES,3.10
2018,UNIDAD_MEDIDA.PT,ES53,1.80
2019,UNIDAD_MEDIDA.PT,ES,3.10
2019,UNIDAD_MEDIDA.PT,ES53,2.20
2020,UNIDAD_MEDIDA.PT,ES,3.20
2020,UNIDAD_MEDIDA.PT,ES53,3.53
2021,UNIDAD_MEDIDA.PT,ES,3.10
2021,UNIDAD_MEDIDA.PT,ES53,3.74
2022,UNIDAD_MEDIDA.PT,ES,3.00
2022,UNIDAD_MEDIDA.PT,ES53,2.87
2023,UNIDAD_MEDIDA.PT,ES,3.00
2023,UNIDAD_MEDIDA.PT,ES53,2.88
