Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.KG,ES,17.20
2010,UNIDAD_MEDIDA.KG,ES53,12.06
2011,UNIDAD_MEDIDA.KG,ES,16.58
2011,UNIDAD_MEDIDA.KG,ES53,12.85
2012,UNIDAD_MEDIDA.KG,ES,16.52
2012,UNIDAD_MEDIDA.KG,ES53,12.66
2013,UNIDAD_MEDIDA.KG,ES,16.63
2013,UNIDAD_MEDIDA.KG,ES53,12.17
2014,UNIDAD_MEDIDA.KG,ES,17.48
2014,UNIDAD_MEDIDA.KG,ES53,12.63
2015,UNIDAD_MEDIDA.KG,ES,17.58
2015,UNIDAD_MEDIDA.KG,ES53,11.45
2016,UNIDAD_MEDIDA.KG,ES,17.60
2016,UNIDAD_MEDIDA.KG,ES53,11.14
2017,UNIDAD_MEDIDA.KG,ES,17.99
2017,UNIDAD_MEDIDA.KG,ES53,11.05
2018,UNIDAD_MEDIDA.KG,ES,17.78
2018,UNIDAD_MEDIDA.KG,ES53,10.87
2019,UNIDAD_MEDIDA.KG,ES,17.44
2019,UNIDAD_MEDIDA.KG,ES53,10.90
2020,UNIDAD_MEDIDA.KG,ES,17.72
2020,UNIDAD_MEDIDA.KG,ES53,10.84
2021,UNIDAD_MEDIDA.KG,ES,17.41
2021,UNIDAD_MEDIDA.KG,ES53,10.80
2022,UNIDAD_MEDIDA.KG,ES,16.85
2022,UNIDAD_MEDIDA.KG,ES53,8.77
2023,UNIDAD_MEDIDA.KG,ES53,8.86
