Year,Units,general.territorio,Value
2015,UNIDAD_MEDIDA.PT,ES,-1.58
2015,UNIDAD_MEDIDA.PT,ES53,-1.17
2016,UNIDAD_MEDIDA.PT,ES,-0.28
2016,UNIDAD_MEDIDA.PT,ES53,1.90
2017,UNIDAD_MEDIDA.PT,ES,0.51
2017,UNIDAD_MEDIDA.PT,ES53,2.85
2018,UNIDAD_MEDIDA.PT,ES,1.62
2018,UNIDAD_MEDIDA.PT,ES53,4.97
2019,UNIDAD_MEDIDA.PT,ES,2.37
2019,UNIDAD_MEDIDA.PT,ES53,3.09
2020,UNIDAD_MEDIDA.PT,ES,3.36
2020,UNIDAD_MEDIDA.PT,ES53,3.17
2021,UNIDAD_MEDIDA.PT,ES,2.76
2021,UNIDAD_MEDIDA.PT,ES53,-1.67
2022,UNIDAD_MEDIDA.PT,ES,3.27
2022,UNIDAD_MEDIDA.PT,ES53,-0.34
2023,UNIDAD_MEDIDA.PT,ES,4.29
2023,UNIDAD_MEDIDA.PT,ES53,1.32
2024,UNIDAD_MEDIDA.PT,ES,4.86
2024,UNIDAD_MEDIDA.PT,ES53,5.11
