Year,Units,general.territorio,Value
2014,UNIDAD_MEDIDA.PT,ES,24.30
2014,UNIDAD_MEDIDA.PT,ES53,19.91
2015,UNIDAD_MEDIDA.PT,ES,21.90
2015,UNIDAD_MEDIDA.PT,ES53,17.30
2016,UNIDAD_MEDIDA.PT,ES,19.50
2016,UNIDAD_MEDIDA.PT,ES53,13.78
2017,UNIDAD_MEDIDA.PT,ES,17.10
2017,UNIDAD_MEDIDA.PT,ES53,12.52
2018,UNIDAD_MEDIDA.PT,ES,15.10
2018,UNIDAD_MEDIDA.PT,ES53,11.33
2019,UNIDAD_MEDIDA.PT,ES,13.90
2019,UNIDAD_MEDIDA.PT,ES53,11.56
2020,UNIDAD_MEDIDA.PT,ES,15.40
2020,UNIDAD_MEDIDA.PT,ES53,16.13
2021,UNIDAD_MEDIDA.PT,ES,14.70
2021,UNIDAD_MEDIDA.PT,ES53,14.31
