Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.IX,ES,0.62
2010,UNIDAD_MEDIDA.IX,ES53,0.70
2011,UNIDAD_MEDIDA.IX,ES,0.61
2011,UNIDAD_MEDIDA.IX,ES53,0.69
2012,UNIDAD_MEDIDA.IX,ES,0.61
2012,UNIDAD_MEDIDA.IX,ES53,0.67
2013,UNIDAD_MEDIDA.IX,ES,0.61
2013,UNIDAD_MEDIDA.IX,ES53,0.68
2014,UNIDAD_MEDIDA.IX,ES,0.61
2014,UNIDAD_MEDIDA.IX,ES53,0.68
2015,UNIDAD_MEDIDA.IX,ES,0.62
2015,UNIDAD_MEDIDA.IX,ES53,0.69
2016,UNIDAD_MEDIDA.IX,ES,0.61
2016,UNIDAD_MEDIDA.IX,ES53,0.69
2017,UNIDAD_MEDIDA.IX,ES,0.62
2017,UNIDAD_MEDIDA.IX,ES53,0.69
2018,UNIDAD_MEDIDA.IX,ES,0.63
2018,UNIDAD_MEDIDA.IX,ES53,0.71
2019,UNIDAD_MEDIDA.IX,ES,0.63
2019,UNIDAD_MEDIDA.IX,ES53,0.71
2020,UNIDAD_MEDIDA.IX,ES,0.62
2020,UNIDAD_MEDIDA.IX,ES53,0.71
2021,UNIDAD_MEDIDA.IX,ES,0.62
2021,UNIDAD_MEDIDA.IX,ES53,0.72
2022,UNIDAD_MEDIDA.IX,ES,0.62
2022,UNIDAD_MEDIDA.IX,ES53,0.73
