Year,Units,general.territorio,Serie,general.series,Value
2010,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.03
2010,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.03
2011,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.03
2011,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.03
2012,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.02
2012,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.00
2013,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.02
2013,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.00
2014,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.01
2014,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.02
2015,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.01
2015,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.00
2015,UNIDAD_MEDIDA.PT,ES531_071,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.00
2015,UNIDAD_MEDIDA.PT,ES531_072,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.00
2015,UNIDAD_MEDIDA.PT,ES532,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.00
2015,UNIDAD_MEDIDA.PT,ES533,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.00
2016,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.01
2016,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.00
2016,UNIDAD_MEDIDA.PT,ES531_071,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.00
2016,UNIDAD_MEDIDA.PT,ES531_072,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.00
2016,UNIDAD_MEDIDA.PT,ES532,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.00
2016,UNIDAD_MEDIDA.PT,ES533,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.00
2017,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.01
2017,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.01
2017,UNIDAD_MEDIDA.PT,ES531_071,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.00
2017,UNIDAD_MEDIDA.PT,ES531_072,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.00
2017,UNIDAD_MEDIDA.PT,ES532,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.01
2017,UNIDAD_MEDIDA.PT,ES533,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.00
2018,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.01
2018,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.00
2018,UNIDAD_MEDIDA.PT,ES531_071,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.00
2018,UNIDAD_MEDIDA.PT,ES531_072,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.00
2018,UNIDAD_MEDIDA.PT,ES532,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.00
2018,UNIDAD_MEDIDA.PT,ES533,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.00
2019,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.01
2019,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.00
2019,UNIDAD_MEDIDA.PT,ES531_071,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.00
2019,UNIDAD_MEDIDA.PT,ES531_072,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.00
2019,UNIDAD_MEDIDA.PT,ES532,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.00
2019,UNIDAD_MEDIDA.PT,ES533,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.00
2020,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.00
2020,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.00
2020,UNIDAD_MEDIDA.PT,ES531_071,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.00
2020,UNIDAD_MEDIDA.PT,ES531_072,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.00
2020,UNIDAD_MEDIDA.PT,ES532,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.00
2020,UNIDAD_MEDIDA.PT,ES533,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.00
2021,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.01
2021,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.01
2021,UNIDAD_MEDIDA.PT,ES531_071,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.00
2021,UNIDAD_MEDIDA.PT,ES531_072,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.00
2021,UNIDAD_MEDIDA.PT,ES532,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.01
2021,UNIDAD_MEDIDA.PT,ES533,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.00
2022,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.01
2022,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.00
2022,UNIDAD_MEDIDA.PT,ES531_071,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.00
2022,UNIDAD_MEDIDA.PT,ES531_072,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.00
2022,UNIDAD_MEDIDA.PT,ES532,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.00
2022,UNIDAD_MEDIDA.PT,ES533,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.00
2023,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.01
2023,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.02
2023,UNIDAD_MEDIDA.PT,ES531_071,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.00
2023,UNIDAD_MEDIDA.PT,ES531_072,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.00
2023,UNIDAD_MEDIDA.PT,ES532,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.02
2023,UNIDAD_MEDIDA.PT,ES533,SERIE.SERIE_A,SERIES._L_ES_050301_01,0.00
