Year,Units,general.territorio,Serie,general.series,Value
2013,UNIDAD_MEDIDA.EUR_1000000,ES,SERIE.SERIE_A,SERIES._L_ES_170302_02,6106.00
2013,UNIDAD_MEDIDA.EUR_1000000,ES53,SERIE.SERIE_A,SERIES._L_ES_170302_02,195.94
2014,UNIDAD_MEDIDA.EUR_1000000,ES,SERIE.SERIE_A,SERIES._L_ES_170302_02,5833.00
2014,UNIDAD_MEDIDA.EUR_1000000,ES53,SERIE.SERIE_A,SERIES._L_ES_170302_02,189.17
2015,UNIDAD_MEDIDA.EUR_1000000,ES,SERIE.SERIE_A,SERIES._L_ES_170302_02,6144.00
2015,UNIDAD_MEDIDA.EUR_1000000,ES53,SERIE.SERIE_A,SERIES._L_ES_170302_02,201.19
2016,UNIDAD_MEDIDA.EUR_1000000,ES,SERIE.SERIE_A,SERIES._L_ES_170302_02,6519.00
2016,UNIDAD_MEDIDA.EUR_1000000,ES53,SERIE.SERIE_A,SERIES._L_ES_170302_02,217.86
2017,UNIDAD_MEDIDA.EUR_1000000,ES,SERIE.SERIE_A,SERIES._L_ES_170302_02,7086.00
2017,UNIDAD_MEDIDA.EUR_1000000,ES53,SERIE.SERIE_A,SERIES._L_ES_170302_02,240.86
2018,UNIDAD_MEDIDA.EUR_1000000,ES,SERIE.SERIE_A,SERIES._L_ES_170302_02,7503.00
2018,UNIDAD_MEDIDA.EUR_1000000,ES53,SERIE.SERIE_A,SERIES._L_ES_170302_02,260.46
2019,UNIDAD_MEDIDA.EUR_1000000,ES,SERIE.SERIE_A,SERIES._L_ES_170302_02,8132.00
2019,UNIDAD_MEDIDA.EUR_1000000,ES53,SERIE.SERIE_A,SERIES._L_ES_170302_02,287.82
2020,UNIDAD_MEDIDA.EUR_1000000,ES,SERIE.SERIE_A,SERIES._L_ES_170302_02,7905.00
2020,UNIDAD_MEDIDA.EUR_1000000,ES53,SERIE.SERIE_A,SERIES._L_ES_170302_02,282.81
2021,UNIDAD_MEDIDA.EUR_1000000,ES,SERIE.SERIE_A,SERIES._L_ES_170302_02,9047.00
2021,UNIDAD_MEDIDA.EUR_1000000,ES53,SERIE.SERIE_A,SERIES._L_ES_170302_02,323.58
2022,UNIDAD_MEDIDA.EUR_1000000,ES,SERIE.SERIE_A,SERIES._L_ES_170302_02,10058.00
2022,UNIDAD_MEDIDA.EUR_1000000,ES53,SERIE.SERIE_A,SERIES._L_ES_170302_02,337.23
2023,UNIDAD_MEDIDA.EUR_1000000,ES,SERIE.SERIE_A,SERIES._L_ES_170302_02,10764.00
2023,UNIDAD_MEDIDA.EUR_1000000,ES53,SERIE.SERIE_A,SERIES._L_ES_170302_02,340.32
2024,UNIDAD_MEDIDA.EUR_1000000,ES,SERIE.SERIE_A,SERIES._L_ES_170302_02,11460.00
2013,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES._L_ES_170302_01,0.60
2013,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES._L_ES_170302_01,0.75
2014,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES._L_ES_170302_01,0.56
2014,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES._L_ES_170302_01,0.70
2015,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES._L_ES_170302_01,0.57
2015,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES._L_ES_170302_01,0.70
2016,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES._L_ES_170302_01,0.58
2016,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES._L_ES_170302_01,0.72
2017,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES._L_ES_170302_01,0.61
2017,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES._L_ES_170302_01,0.76
2018,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES._L_ES_170302_01,0.62
2018,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES._L_ES_170302_01,0.78
2019,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES._L_ES_170302_01,0.65
2019,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES._L_ES_170302_01,0.84
2020,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES._L_ES_170302_01,0.70
2020,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES._L_ES_170302_01,1.06
2021,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES._L_ES_170302_01,0.73
2021,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES._L_ES_170302_01,1.06
2022,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES._L_ES_170302_01,0.73
2022,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES._L_ES_170302_01,0.91
2023,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES._L_ES_170302_01,0.72
2023,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES._L_ES_170302_01,0.82
2024,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES._L_ES_170302_01,0.72
