Year,Units,general.territorio,Value
2015,UNIDAD_MEDIDA.PER_100000,ES,93.41
2015,UNIDAD_MEDIDA.PER_100000,ES53,104.95
2016,UNIDAD_MEDIDA.PER_100000,ES,89.85
2016,UNIDAD_MEDIDA.PER_100000,ES53,103.95
2016,UNIDAD_MEDIDA.PER_100000,ES531,138.05
2016,UNIDAD_MEDIDA.PER_100000,ES532,95.74
2016,UNIDAD_MEDIDA.PER_100000,ES533,122.00
2017,UNIDAD_MEDIDA.PER_100000,ES,87.01
2017,UNIDAD_MEDIDA.PER_100000,ES53,96.77
2017,UNIDAD_MEDIDA.PER_100000,ES531,121.29
2017,UNIDAD_MEDIDA.PER_100000,ES532,93.19
2017,UNIDAD_MEDIDA.PER_100000,ES533,87.30
2018,UNIDAD_MEDIDA.PER_100000,ES,86.48
2018,UNIDAD_MEDIDA.PER_100000,ES53,114.01
2018,UNIDAD_MEDIDA.PER_100000,ES531,8.48
2018,UNIDAD_MEDIDA.PER_100000,ES532,136.06
2018,UNIDAD_MEDIDA.PER_100000,ES533,90.41
2019,UNIDAD_MEDIDA.PER_100000,ES,89.26
2019,UNIDAD_MEDIDA.PER_100000,ES53,104.99
2019,UNIDAD_MEDIDA.PER_100000,ES531,138.34
2019,UNIDAD_MEDIDA.PER_100000,ES532,97.81
2019,UNIDAD_MEDIDA.PER_100000,ES533,114.53
2020,UNIDAD_MEDIDA.PER_100000,ES,63.96
2020,UNIDAD_MEDIDA.PER_100000,ES53,89.93
2020,UNIDAD_MEDIDA.PER_100000,ES531,101.58
2020,UNIDAD_MEDIDA.PER_100000,ES532,87.54
2020,UNIDAD_MEDIDA.PER_100000,ES533,92.15
2021,UNIDAD_MEDIDA.PER_100000,ES,80.06
2021,UNIDAD_MEDIDA.PER_100000,ES53,107.42
2021,UNIDAD_MEDIDA.PER_100000,ES531,108.80
2021,UNIDAD_MEDIDA.PER_100000,ES531_071,48.73
2021,UNIDAD_MEDIDA.PER_100000,ES531_072,113.47
2021,UNIDAD_MEDIDA.PER_100000,ES532,104.47
2021,UNIDAD_MEDIDA.PER_100000,ES533,133.00
2022,UNIDAD_MEDIDA.PER_100000,ES,85.21
2022,UNIDAD_MEDIDA.PER_100000,ES53,96.62
2022,UNIDAD_MEDIDA.PER_100000,ES531,118.82
2022,UNIDAD_MEDIDA.PER_100000,ES532,96.59
2022,UNIDAD_MEDIDA.PER_100000,ES533,57.45
2023,UNIDAD_MEDIDA.PER_100000,ES53,118.25
2023,UNIDAD_MEDIDA.PER_100000,ES531,111.59
2023,UNIDAD_MEDIDA.PER_100000,ES532,122.23
2023,UNIDAD_MEDIDA.PER_100000,ES533,92.31
