Year,Units,general.territorio,Serie,general.series,Value
2010,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES._L_ES_171301_02,-0.60
2011,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES._L_ES_171301_02,-0.64
2011,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES._L_ES_171301_02,-0.06
2012,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES._L_ES_171301_02,-2.87
2012,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES._L_ES_171301_02,-1.26
2013,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES._L_ES_171301_02,-1.43
2013,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES._L_ES_171301_02,-1.20
2014,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES._L_ES_171301_02,1.52
2014,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES._L_ES_171301_02,3.22
2015,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES._L_ES_171301_02,4.06
2015,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES._L_ES_171301_02,4.31
2016,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES._L_ES_171301_02,2.92
2016,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES._L_ES_171301_02,4.24
2017,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES._L_ES_171301_02,2.90
2017,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES._L_ES_171301_02,3.00
2018,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES._L_ES_171301_02,2.40
2018,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES._L_ES_171301_02,3.00
2019,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES._L_ES_171301_02,1.96
2019,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES._L_ES_171301_02,1.87
2020,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES._L_ES_171301_02,-10.94
2020,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES._L_ES_171301_02,-22.66
2021,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES._L_ES_171301_02,6.68
2021,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES._L_ES_171301_02,11.53
2022,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES._L_ES_171301_02,6.37
2022,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES._L_ES_171301_02,16.06
2023,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES._L_ES_171301_02,2.46
2023,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES._L_ES_171301_02,3.79
2024,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES._L_ES_171301_02,3.46
2024,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES._L_ES_171301_02,4.15
2025,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES._L_ES_171301_02,2.77
2010,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES.SL_TLF_UEM,19.86
2010,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES.SL_TLF_UEM,20.12
2011,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES.SL_TLF_UEM,21.39
2011,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES.SL_TLF_UEM,21.86
2012,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES.SL_TLF_UEM,24.79
2012,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES.SL_TLF_UEM,23.17
2013,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES.SL_TLF_UEM,26.09
2013,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES.SL_TLF_UEM,22.26
2014,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES.SL_TLF_UEM,24.44
2014,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES.SL_TLF_UEM,20.00
2015,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES.SL_TLF_UEM,22.06
2015,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES.SL_TLF_UEM,17.31
2016,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES.SL_TLF_UEM,19.63
2016,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES.SL_TLF_UEM,13.89
2017,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES.SL_TLF_UEM,17.22
2017,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES.SL_TLF_UEM,12.43
2018,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES.SL_TLF_UEM,15.25
2018,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES.SL_TLF_UEM,11.52
2019,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES.SL_TLF_UEM,14.10
2019,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES.SL_TLF_UEM,11.74
2020,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES.SL_TLF_UEM,15.53
2020,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES.SL_TLF_UEM,16.14
2021,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES.SL_TLF_UEM,14.91
2021,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES.SL_TLF_UEM,14.32
2022,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES.SL_TLF_UEM,13.03
2022,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES.SL_TLF_UEM,10.62
2023,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES.SL_TLF_UEM,12.18
2023,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES.SL_TLF_UEM,10.32
2024,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_B,SERIES.SL_TLF_UEM,11.34
2024,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_B,SERIES.SL_TLF_UEM,9.34
2010,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_C,SERIES._L_ES_171301_09,1.80
2010,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_C,SERIES._L_ES_171301_09,1.70
2011,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_C,SERIES._L_ES_171301_09,3.20
2011,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_C,SERIES._L_ES_171301_09,2.86
2012,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_C,SERIES._L_ES_171301_09,2.45
2012,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_C,SERIES._L_ES_171301_09,2.50
2013,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_C,SERIES._L_ES_171301_09,1.41
2013,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_C,SERIES._L_ES_171301_09,1.56
2014,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_C,SERIES._L_ES_171301_09,-0.15
2014,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_C,SERIES._L_ES_171301_09,0.21
2015,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_C,SERIES._L_ES_171301_09,-0.50
2015,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_C,SERIES._L_ES_171301_09,-0.10
2016,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_C,SERIES._L_ES_171301_09,-0.20
2016,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_C,SERIES._L_ES_171301_09,-0.14
2017,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_C,SERIES._L_ES_171301_09,1.96
2017,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_C,SERIES._L_ES_171301_09,2.13
2018,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_C,SERIES._L_ES_171301_09,1.67
2018,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_C,SERIES._L_ES_171301_09,1.49
2019,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_C,SERIES._L_ES_171301_09,0.70
2019,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_C,SERIES._L_ES_171301_09,0.48
2020,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_C,SERIES._L_ES_171301_09,-0.32
2020,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_C,SERIES._L_ES_171301_09,-0.30
2021,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_C,SERIES._L_ES_171301_09,3.09
2021,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_C,SERIES._L_ES_171301_09,3.32
2022,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_C,SERIES._L_ES_171301_09,8.39
2022,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_C,SERIES._L_ES_171301_09,8.12
2023,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_C,SERIES._L_ES_171301_09,3.53
2023,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_C,SERIES._L_ES_171301_09,3.89
2024,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_C,SERIES._L_ES_171301_09,2.77
2024,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_C,SERIES._L_ES_171301_09,2.94
2025,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_C,SERIES._L_ES_171301_09,2.67
2025,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_C,SERIES._L_ES_171301_09,3.12
2013,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIES._L_ES_170302_01,0.60
2013,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_D,SERIES._L_ES_170302_01,0.75
2014,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIES._L_ES_170302_01,0.56
2014,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_D,SERIES._L_ES_170302_01,0.70
2015,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIES._L_ES_170302_01,0.57
2015,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_D,SERIES._L_ES_170302_01,0.70
2016,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIES._L_ES_170302_01,0.58
2016,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_D,SERIES._L_ES_170302_01,0.72
2017,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIES._L_ES_170302_01,0.61
2017,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_D,SERIES._L_ES_170302_01,0.76
2018,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIES._L_ES_170302_01,0.62
2018,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_D,SERIES._L_ES_170302_01,0.78
2019,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIES._L_ES_170302_01,0.65
2019,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_D,SERIES._L_ES_170302_01,0.84
2020,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIES._L_ES_170302_01,0.70
2020,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_D,SERIES._L_ES_170302_01,1.06
2021,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIES._L_ES_170302_01,0.73
2021,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_D,SERIES._L_ES_170302_01,1.06
2022,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIES._L_ES_170302_01,0.73
2022,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_D,SERIES._L_ES_170302_01,0.91
2023,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIES._L_ES_170302_01,0.72
2023,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_D,SERIES._L_ES_170302_01,0.82
2024,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_D,SERIES._L_ES_170302_01,0.72
2010,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_E,SERIES._L_ES_171301_18,11.53
2010,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_E,SERIES._L_ES_171301_18,16.64
2011,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_E,SERIES._L_ES_171301_18,13.65
2011,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_E,SERIES._L_ES_171301_18,17.92
2012,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_E,SERIES._L_ES_171301_18,18.26
2012,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_E,SERIES._L_ES_171301_18,23.38
2013,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_E,SERIES._L_ES_171301_18,20.53
2013,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_E,SERIES._L_ES_171301_18,2625
