Year,Units,general.territorio,Serie,general.series,Value
2010,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES,SERIE.SERIE_A,SERIES.SH_STA_MORT,4.11
2010,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES53,SERIE.SERIE_A,SERIES.SH_STA_MORT,0.00
2010,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES531_071,SERIE.SERIE_A,SERIES.SH_STA_MORT,0.00
2010,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES531_072,SERIE.SERIE_A,SERIES.SH_STA_MORT,0.00
2010,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES532,SERIE.SERIE_A,SERIES.SH_STA_MORT,0.00
2010,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES533,SERIE.SERIE_A,SERIES.SH_STA_MORT,0.00
2011,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES,SERIE.SERIE_A,SERIES.SH_STA_MORT,2.97
2011,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES53,SERIE.SERIE_A,SERIES.SH_STA_MORT,8.88
2011,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES531_071,SERIE.SERIE_A,SERIES.SH_STA_MORT,0.00
2011,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES531_072,SERIE.SERIE_A,SERIES.SH_STA_MORT,0.00
2011,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES532,SERIE.SERIE_A,SERIES.SH_STA_MORT,0.00
2011,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES533,SERIE.SERIE_A,SERIES.SH_STA_MORT,114.55
2012,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES,SERIE.SERIE_A,SERIES.SH_STA_MORT,2.20
2012,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES53,SERIE.SERIE_A,SERIES.SH_STA_MORT,9.09
2012,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES531_071,SERIE.SERIE_A,SERIES.SH_STA_MORT,0.00
2012,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES531_072,SERIE.SERIE_A,SERIES.SH_STA_MORT,0.00
2012,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES532,SERIE.SERIE_A,SERIES.SH_STA_MORT,11.54
2012,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES533,SERIE.SERIE_A,SERIES.SH_STA_MORT,0.00
2013,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES,SERIE.SERIE_A,SERIES.SH_STA_MORT,4.23
2013,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES53,SERIE.SERIE_A,SERIES.SH_STA_MORT,0.00
2013,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES531_071,SERIE.SERIE_A,SERIES.SH_STA_MORT,0.00
2013,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES531_072,SERIE.SERIE_A,SERIES.SH_STA_MORT,0.00
2013,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES532,SERIE.SERIE_A,SERIES.SH_STA_MORT,0.00
2013,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES533,SERIE.SERIE_A,SERIES.SH_STA_MORT,0.00
2014,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES,SERIE.SERIE_A,SERIES.SH_STA_MORT,2.10
2014,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES53,SERIE.SERIE_A,SERIES.SH_STA_MORT,0.00
2014,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES531_071,SERIE.SERIE_A,SERIES.SH_STA_MORT,0.00
2014,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES531_072,SERIE.SERIE_A,SERIES.SH_STA_MORT,0.00
2014,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES532,SERIE.SERIE_A,SERIES.SH_STA_MORT,0.00
2014,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES533,SERIE.SERIE_A,SERIES.SH_STA_MORT,0.00
2015,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES,SERIE.SERIE_A,SERIES.SH_STA_MORT,3.57
2015,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES53,SERIE.SERIE_A,SERIES.SH_STA_MORT,9.44
2015,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES531_071,SERIE.SERIE_A,SERIES.SH_STA_MORT,0.00
2015,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES531_072,SERIE.SERIE_A,SERIES.SH_STA_MORT,0.00
2015,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES532,SERIE.SERIE_A,SERIES.SH_STA_MORT,11.94
2015,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES533,SERIE.SERIE_A,SERIES.SH_STA_MORT,0.00
2016,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES,SERIE.SERIE_A,SERIES.SH_STA_MORT,3.65
2016,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES53,SERIE.SERIE_A,SERIES.SH_STA_MORT,0.00
2016,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES531_071,SERIE.SERIE_A,SERIES.SH_STA_MORT,0.00
2016,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES531_072,SERIE.SERIE_A,SERIES.SH_STA_MORT,0.00
2016,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES532,SERIE.SERIE_A,SERIES.SH_STA_MORT,0.00
2016,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES533,SERIE.SERIE_A,SERIES.SH_STA_MORT,0.00
2017,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES,SERIE.SERIE_A,SERIES.SH_STA_MORT,3.31
2017,UNIDAD_MEDIDA.PER_100000_LIVE_BIRTHS,ES53,SERIE.SERIE_A,SERIES.SH_STA_MORT,0.00
