Year,Units,general.territorio,Value
2009,UNIDAD_MEDIDA.PT,ES53,41.75
2013,UNIDAD_MEDIDA.PT,ES,45.03
2013,UNIDAD_MEDIDA.PT,ES53,46.40
2016,UNIDAD_MEDIDA.PT,ES,44.08
2016,UNIDAD_MEDIDA.PT,ES53,46.70
