Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.T_CO2_PER_CAPITA,ES,6.57
2010,UNIDAD_MEDIDA.T_CO2_PER_CAPITA,ES53,9.33
2011,UNIDAD_MEDIDA.T_CO2_PER_CAPITA,ES,6.54
2011,UNIDAD_MEDIDA.T_CO2_PER_CAPITA,ES53,8.84
2012,UNIDAD_MEDIDA.T_CO2_PER_CAPITA,ES,6.42
2012,UNIDAD_MEDIDA.T_CO2_PER_CAPITA,ES53,8.25
2013,UNIDAD_MEDIDA.T_CO2_PER_CAPITA,ES,5.88
2013,UNIDAD_MEDIDA.T_CO2_PER_CAPITA,ES53,7.42
2014,UNIDAD_MEDIDA.T_CO2_PER_CAPITA,ES,5.85
2014,UNIDAD_MEDIDA.T_CO2_PER_CAPITA,ES53,7.07
2015,UNIDAD_MEDIDA.T_CO2_PER_CAPITA,ES,6.04
2015,UNIDAD_MEDIDA.T_CO2_PER_CAPITA,ES53,7.22
2016,UNIDAD_MEDIDA.T_CO2_PER_CAPITA,ES,5.78
2016,UNIDAD_MEDIDA.T_CO2_PER_CAPITA,ES53,7.31
2017,UNIDAD_MEDIDA.T_CO2_PER_CAPITA,ES,6.04
2017,UNIDAD_MEDIDA.T_CO2_PER_CAPITA,ES53,7.80
2018,UNIDAD_MEDIDA.T_CO2_PER_CAPITA,ES,5.87
2018,UNIDAD_MEDIDA.T_CO2_PER_CAPITA,ES53,7.98
2019,UNIDAD_MEDIDA.T_CO2_PER_CAPITA,ES,5.46
2019,UNIDAD_MEDIDA.T_CO2_PER_CAPITA,ES53,7.29
2020,UNIDAD_MEDIDA.T_CO2_PER_CAPITA,ES,4.62
2020,UNIDAD_MEDIDA.T_CO2_PER_CAPITA,ES53,4.82
2021,UNIDAD_MEDIDA.T_CO2_PER_CAPITA,ES,4.98
2021,UNIDAD_MEDIDA.T_CO2_PER_CAPITA,ES53,5.88
2022,UNIDAD_MEDIDA.T_CO2_PER_CAPITA,ES,5.06
2022,UNIDAD_MEDIDA.T_CO2_PER_CAPITA,ES53,6.32
2023,UNIDAD_MEDIDA.T_CO2_PER_CAPITA,ES,4.50
2023,UNIDAD_MEDIDA.T_CO2_PER_CAPITA,ES53,5.86
