Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.KG,ES,13.57
2010,UNIDAD_MEDIDA.KG,ES53,7.02
2011,UNIDAD_MEDIDA.KG,ES,13.08
2011,UNIDAD_MEDIDA.KG,ES53,7.29
2012,UNIDAD_MEDIDA.KG,ES,12.98
2012,UNIDAD_MEDIDA.KG,ES53,7.16
2013,UNIDAD_MEDIDA.KG,ES,13.35
2013,UNIDAD_MEDIDA.KG,ES53,7.07
2014,UNIDAD_MEDIDA.KG,ES,14.37
2014,UNIDAD_MEDIDA.KG,ES53,8.19
2015,UNIDAD_MEDIDA.KG,ES,14.23
2015,UNIDAD_MEDIDA.KG,ES53,6.95
2016,UNIDAD_MEDIDA.KG,ES,14.07
2016,UNIDAD_MEDIDA.KG,ES53,6.58
2017,UNIDAD_MEDIDA.KG,ES,14.70
2017,UNIDAD_MEDIDA.KG,ES53,7.53
2018,UNIDAD_MEDIDA.KG,ES,14.08
2018,UNIDAD_MEDIDA.KG,ES53,7.26
2019,UNIDAD_MEDIDA.KG,ES,13.67
2019,UNIDAD_MEDIDA.KG,ES53,7.27
2020,UNIDAD_MEDIDA.KG,ES,14.17
2020,UNIDAD_MEDIDA.KG,ES53,7.41
2021,UNIDAD_MEDIDA.KG,ES,13.55
2021,UNIDAD_MEDIDA.KG,ES53,7.48
2022,UNIDAD_MEDIDA.KG,ES,13.23
2022,UNIDAD_MEDIDA.KG,ES53,5.16
2023,UNIDAD_MEDIDA.KG,ES53,5.33
