Year,Units,general.territorio,Value
2013,UNIDAD_MEDIDA.PT,ES53,25.58
2016,UNIDAD_MEDIDA.PT,ES53,23.71
2013,UNIDAD_MEDIDA.PT,ES,28.09
2016,UNIDAD_MEDIDA.PT,ES,24.17
2009,UNIDAD_MEDIDA.PT,ES53,28.06
