Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.PT,ES,13.06
2010,UNIDAD_MEDIDA.PT,ES53,13.19
2011,UNIDAD_MEDIDA.PT,ES,10.83
2011,UNIDAD_MEDIDA.PT,ES53,11.71
2012,UNIDAD_MEDIDA.PT,ES,10.16
2012,UNIDAD_MEDIDA.PT,ES53,8.32
2013,UNIDAD_MEDIDA.PT,ES,14.24
2013,UNIDAD_MEDIDA.PT,ES53,11.75
2014,UNIDAD_MEDIDA.PT,ES,11.89
2014,UNIDAD_MEDIDA.PT,ES53,9.65
2015,UNIDAD_MEDIDA.PT,ES,9.97
2015,UNIDAD_MEDIDA.PT,ES53,10.54
2016,UNIDAD_MEDIDA.PT,ES,10.30
2016,UNIDAD_MEDIDA.PT,ES53,15.59
2017,UNIDAD_MEDIDA.PT,ES,8.67
2017,UNIDAD_MEDIDA.PT,ES53,9.12
2018,UNIDAD_MEDIDA.PT,ES,10.89
2018,UNIDAD_MEDIDA.PT,ES53,9.35
2019,UNIDAD_MEDIDA.PT,ES,11.61
2019,UNIDAD_MEDIDA.PT,ES53,11.38
2020,UNIDAD_MEDIDA.PT,ES,14.09
2020,UNIDAD_MEDIDA.PT,ES53,8.26
2023,UNIDAD_MEDIDA.PT,ES,13.60
2023,UNIDAD_MEDIDA.PT,ES53,12.70
