Year,Units,general.territorio,Serie,general.series,Value
2010,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES,SERIE.SERIE_A,SERIES.SH_DYN_MORT,3.87
2010,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES53,SERIE.SERIE_A,SERIES.SH_DYN_MORT,4.26
2010,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES531_071,SERIE.SERIE_A,SERIES.SH_DYN_MORT,0.00
2010,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES531_072,SERIE.SERIE_A,SERIES.SH_DYN_MORT,3.07
2010,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES532,SERIE.SERIE_A,SERIES.SH_DYN_MORT,4.26
2010,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES533,SERIE.SERIE_A,SERIES.SH_DYN_MORT,6.35
2011,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES,SERIE.SERIE_A,SERIES.SH_DYN_MORT,3.81
2011,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES53,SERIE.SERIE_A,SERIES.SH_DYN_MORT,4.44
2011,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES531_071,SERIE.SERIE_A,SERIES.SH_DYN_MORT,0.00
2011,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES531_072,SERIE.SERIE_A,SERIES.SH_DYN_MORT,3.73
2011,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES532,SERIE.SERIE_A,SERIES.SH_DYN_MORT,4.23
2011,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES533,SERIE.SERIE_A,SERIES.SH_DYN_MORT,8.02
2012,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES,SERIE.SERIE_A,SERIES.SH_DYN_MORT,3.72
2012,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES53,SERIE.SERIE_A,SERIES.SH_DYN_MORT,3.45
2012,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES531_071,SERIE.SERIE_A,SERIES.SH_DYN_MORT,0.00
2012,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES531_072,SERIE.SERIE_A,SERIES.SH_DYN_MORT,2.16
2012,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES532,SERIE.SERIE_A,SERIES.SH_DYN_MORT,3.81
2012,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES533,SERIE.SERIE_A,SERIES.SH_DYN_MORT,2.40
2013,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES,SERIE.SERIE_A,SERIES.SH_DYN_MORT,3.37
2013,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES53,SERIE.SERIE_A,SERIES.SH_DYN_MORT,3.13
2013,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES531_071,SERIE.SERIE_A,SERIES.SH_DYN_MORT,0.00
2013,UNIDAD_MEDIDA.PER_1000_LIVE_BIRTHS,ES531_072,SERIE.SERIE_A,SERIES.SH_DYN_MORT,0.74
