Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.PER_100000_POP,ES,221.87
2010,UNIDAD_MEDIDA.PER_100000_POP,ES53,192.07
2010,UNIDAD_MEDIDA.PER_100000_POP,ES531_071,111.79
2010,UNIDAD_MEDIDA.PER_100000_POP,ES531_072,154.78
2010,UNIDAD_MEDIDA.PER_100000_POP,ES532,196.90
2010,UNIDAD_MEDIDA.PER_100000_POP,ES533,208.16
2011,UNIDAD_MEDIDA.PER_100000_POP,ES,225.59
2011,UNIDAD_MEDIDA.PER_100000_POP,ES53,183.94
2011,UNIDAD_MEDIDA.PER_100000_POP,ES531_071,134.44
2011,UNIDAD_MEDIDA.PER_100000_POP,ES531_072,139.92
2011,UNIDAD_MEDIDA.PER_100000_POP,ES532,194.68
2011,UNIDAD_MEDIDA.PER_100000_POP,ES533,153.21
2012,UNIDAD_MEDIDA.PER_100000_POP,ES,228.64
2012,UNIDAD_MEDIDA.PER_100000_POP,ES53,193.24
2012,UNIDAD_MEDIDA.PER_100000_POP,ES531_071,101.85
2012,UNIDAD_MEDIDA.PER_100000_POP,ES531_072,157.15
2012,UNIDAD_MEDIDA.PER_100000_POP,ES532,200.85
2012,UNIDAD_MEDIDA.PER_100000_POP,ES533,185.89
2013,UNIDAD_MEDIDA.PER_100000_POP,ES,230.00
2013,UNIDAD_MEDIDA.PER_100000_POP,ES53,182.70
2013,UNIDAD_MEDIDA.PER_100000_POP,ES531_071,119.81
2013,UNIDAD_MEDIDA.PER_100000_POP,ES531_072,149.50
2013,UNIDAD_MEDIDA.PER_100000_POP,ES532,189.69
2013,UNIDAD_MEDIDA.PER_100000_POP,ES533,175.47
2014,UNIDAD_MEDIDA.PER_100000_POP,ES,228.87
2014,UNIDAD_MEDIDA.PER_100000_POP,ES53,183.32
2014,UNIDAD_MEDIDA.PER_100000_POP,ES531_071,114.67
2014,UNIDAD_MEDIDA.PER_100000_POP,ES531_072,136.18
2014,UNIDAD_MEDIDA.PER_100000_POP,ES532,193.62
2014,UNIDAD_MEDIDA.PER_100000_POP,ES533,167.97
2015,UNIDAD_MEDIDA.PER_100000_POP,ES,231.10
2015,UNIDAD_MEDIDA.PER_100000_POP,ES53,187.48
2015,UNIDAD_MEDIDA.PER_100000_POP,ES531_071,79.40
2015,UNIDAD_MEDIDA.PER_100000_POP,ES531_072,148.28
2015,UNIDAD_MEDIDA.PER_100000_POP,ES532,196.11
2015,UNIDAD_MEDIDA.PER_100000_POP,ES533,181.63
2016,UNIDAD_MEDIDA.PER_100000_POP,ES,234.12
2016,UNIDAD_MEDIDA.PER_100000_POP,ES53,188.84
2016,UNIDAD_MEDIDA.PER_100000_POP,ES531_071,109.09
2016,UNIDAD_MEDIDA.PER_100000_POP,ES531_072,130.42
2016,UNIDAD_MEDIDA.PER_100000_POP,ES532,198.35
2016,UNIDAD_MEDIDA.PER_100000_POP,ES533,201.88
2017,UNIDAD_MEDIDA.PER_100000_POP,ES,234.51
2017,UNIDAD_MEDIDA.PER_100000_POP,ES53,192.75
2017,UNIDAD_MEDIDA.PER_100000_POP,ES531_071,137.80
2017,UNIDAD_MEDIDA.PER_100000_POP,ES531_072,156.59
2017,UNIDAD_MEDIDA.PER_100000_POP,ES532,200.91
2017,UNIDAD_MEDIDA.PER_100000_POP,ES533,180.17
2018,UNIDAD_MEDIDA.PER_100000_POP,ES,232.31
2018,UNIDAD_MEDIDA.PER_100000_POP,ES53,188.14
2018,UNIDAD_MEDIDA.PER_100000_POP,ES531_071,89.53
2018,UNIDAD_MEDIDA.PER_100000_POP,ES531_072,144.56
2018,UNIDAD_MEDIDA.PER_100000_POP,ES532,197.13
2018,UNIDAD_MEDIDA.PER_100000_POP,ES533,185.64
2019,UNIDAD_MEDIDA.PER_100000_POP,ES,231.20
2019,UNIDAD_MEDIDA.PER_100000_POP,ES53,185.55
2019,UNIDAD_MEDIDA.PER_100000_POP,ES531_071,142.64
2019,UNIDAD_MEDIDA.PER_100000_POP,ES531_072,159.45
2019,UNIDAD_MEDIDA.PER_100000_POP,ES532,191.95
2019,UNIDAD_MEDIDA.PER_100000_POP,ES533,172.03
2020,UNIDAD_MEDIDA.PER_100000_POP,ES,229.24
2020,UNIDAD_MEDIDA.PER_100000_POP,ES53,182.62
2020,UNIDAD_MEDIDA.PER_100000_POP,ES531_071,89.59
2020,UNIDAD_MEDIDA.PER_100000_POP,ES531_072,164.14
2020,UNIDAD_MEDIDA.PER_100000_POP,ES532,187.54
2020,UNIDAD_MEDIDA.PER_100000_POP,ES533,177.80
2021,UNIDAD_MEDIDA.PER_100000_POP,ES,231.01
2021,UNIDAD_MEDIDA.PER_100000_POP,ES53,186.00
2021,UNIDAD_MEDIDA.PER_100000_POP,ES531_071,226.30
2021,UNIDAD_MEDIDA.PER_100000_POP,ES531_072,156.65
2021,UNIDAD_MEDIDA.PER_100000_POP,ES532,189.91
2021,UNIDAD_MEDIDA.PER_100000_POP,ES533,190.44
2022,UNIDAD_MEDIDA.PER_100000_POP,ES,231.58
2022,UNIDAD_MEDIDA.PER_100000_POP,ES53,195.08
2022,UNIDAD_MEDIDA.PER_100000_POP,ES531_071,86.86
2022,UNIDAD_MEDIDA.PER_100000_POP,ES531_072,152.46
2022,UNIDAD_MEDIDA.PER_100000_POP,ES532,201.40
2022,UNIDAD_MEDIDA.PER_100000_POP,ES533,216.16
