Year,Units,general.territorio,Serie,general.series,Value
2015,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_A,SERIES.SM_POP_REFG_OR,10.84
2015,UNIDAD_MEDIDA.PER_100000,ES53,SERIE.SERIE_A,SERIES.SM_POP_REFG_OR,1.60
2016,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_A,SERIES.SM_POP_REFG_OR,13.45
2016,UNIDAD_MEDIDA.PER_100000,ES53,SERIE.SERIE_A,SERIES.SM_POP_REFG_OR,0.90
2017,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_A,SERIES.SM_POP_REFG_OR,19.10
2017,UNIDAD_MEDIDA.PER_100000,ES53,SERIE.SERIE_A,SERIES.SM_POP_REFG_OR,1.90
2018,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_A,SERIES.SM_POP_REFG_OR,24.45
2018,UNIDAD_MEDIDA.PER_100000,ES53,SERIE.SERIE_A,SERIES.SM_POP_REFG_OR,2.60
2019,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_A,SERIES.SM_POP_REFG_OR,48.23
2019,UNIDAD_MEDIDA.PER_100000,ES53,SERIE.SERIE_A,SERIES.SM_POP_REFG_OR,3.10
2020,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_A,SERIES.SM_POP_REFG_OR,123.85
2020,UNIDAD_MEDIDA.PER_100000,ES53,SERIE.SERIE_A,SERIES.SM_POP_REFG_OR,3.60
2021,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_A,SERIES.SM_POP_REFG_OR,212.75
2021,UNIDAD_MEDIDA.PER_100000,ES53,SERIE.SERIE_A,SERIES.SM_POP_REFG_OR,14.20
2022,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_A,SERIES.SM_POP_REFG_OR,276.00
2022,UNIDAD_MEDIDA.PER_100000,ES53,SERIE.SERIE_A,SERIES.SM_POP_REFG_OR,30.20
