Year,Units,general.territorio,Serie,general.series,Value
2014,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES._L_ES_200201_01,31.31
2014,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES._L_ES_200201_01,20.14
2015,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES._L_ES_200201_01,30.52
2015,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES._L_ES_200201_01,18.09
2016,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES._L_ES_200201_01,33.86
2016,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES._L_ES_200201_01,21.13
2017,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES._L_ES_200201_01,36.11
2017,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES._L_ES_200201_01,21.87
2018,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES._L_ES_200201_01,35.02
2018,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES._L_ES_200201_01,23.27
2019,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES._L_ES_200201_01,37.96
2019,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES._L_ES_200201_01,22.95
2020,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES._L_ES_200201_01,40.39
2020,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES._L_ES_200201_01,23.10
2021,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES._L_ES_200201_01,43.72
2021,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES._L_ES_200201_01,33.14
2022,UNIDAD_MEDIDA.PT,ES,SERIE.SERIE_A,SERIES._L_ES_200201_01,43.19
2022,UNIDAD_MEDIDA.PT,ES53,SERIE.SERIE_A,SERIES._L_ES_200201_01,38.24
