Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.KG_CO2_E,ES,0.60
2010,UNIDAD_MEDIDA.KG_CO2_E,ES53,0.44
2011,UNIDAD_MEDIDA.KG_CO2_E,ES,0.58
2011,UNIDAD_MEDIDA.KG_CO2_E,ES53,0.38
2012,UNIDAD_MEDIDA.KG_CO2_E,ES,0.60
2012,UNIDAD_MEDIDA.KG_CO2_E,ES53,0.63
2013,UNIDAD_MEDIDA.KG_CO2_E,ES,0.58
2013,UNIDAD_MEDIDA.KG_CO2_E,ES53,0.67
2014,UNIDAD_MEDIDA.KG_CO2_E,ES,0.55
2014,UNIDAD_MEDIDA.KG_CO2_E,ES53,0.56
2015,UNIDAD_MEDIDA.KG_CO2_E,ES,0.55
2015,UNIDAD_MEDIDA.KG_CO2_E,ES53,0.52
2016,UNIDAD_MEDIDA.KG_CO2_E,ES,0.55
2016,UNIDAD_MEDIDA.KG_CO2_E,ES53,0.50
2017,UNIDAD_MEDIDA.KG_CO2_E,ES,0.53
2017,UNIDAD_MEDIDA.KG_CO2_E,ES53,0.49
2018,UNIDAD_MEDIDA.KG_CO2_E,ES,0.54
2018,UNIDAD_MEDIDA.KG_CO2_E,ES53,0.46
2019,UNIDAD_MEDIDA.KG_CO2_E,ES,0.53
2019,UNIDAD_MEDIDA.KG_CO2_E,ES53,0.21
2020,UNIDAD_MEDIDA.KG_CO2_E,ES,0.55
2020,UNIDAD_MEDIDA.KG_CO2_E,ES53,0.21
2021,UNIDAD_MEDIDA.KG_CO2_E,ES,0.51
2021,UNIDAD_MEDIDA.KG_CO2_E,ES53,0.22
2022,UNIDAD_MEDIDA.KG_CO2_E,ES,0.43
2022,UNIDAD_MEDIDA.KG_CO2_E,ES53,0.15
2023,UNIDAD_MEDIDA.KG_CO2_E,ES,0.40
2023,UNIDAD_MEDIDA.KG_CO2_E,ES53,0.13
