Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.EUR,ES,14.60
2010,UNIDAD_MEDIDA.EUR,ES53,14.20
2011,UNIDAD_MEDIDA.EUR,ES,14.60
2011,UNIDAD_MEDIDA.EUR,ES53,13.80
2012,UNIDAD_MEDIDA.EUR,ES,14.60
2012,UNIDAD_MEDIDA.EUR,ES53,14.00
2013,UNIDAD_MEDIDA.EUR,ES,14.70
2013,UNIDAD_MEDIDA.EUR,ES53,13.90
2014,UNIDAD_MEDIDA.EUR,ES,14.90
2014,UNIDAD_MEDIDA.EUR,ES53,14.30
2015,UNIDAD_MEDIDA.EUR,ES,15.10
2015,UNIDAD_MEDIDA.EUR,ES53,14.20
2016,UNIDAD_MEDIDA.EUR,ES,14.90
2016,UNIDAD_MEDIDA.EUR,ES53,14.20
2017,UNIDAD_MEDIDA.EUR,ES,15.20
2017,UNIDAD_MEDIDA.EUR,ES53,14.20
2018,UNIDAD_MEDIDA.EUR,ES,15.60
2018,UNIDAD_MEDIDA.EUR,ES53,14.90
2019,UNIDAD_MEDIDA.EUR,ES,15.90
2019,UNIDAD_MEDIDA.EUR,ES53,14.90
2020,UNIDAD_MEDIDA.EUR,ES,16.20
2020,UNIDAD_MEDIDA.EUR,ES53,15.40
2021,UNIDAD_MEDIDA.EUR,ES,16.60
2021,UNIDAD_MEDIDA.EUR,ES53,15.30
