Year,Units,general.territorio,Value
2010,UNIDAD_MEDIDA.PT,ES,30.50
2010,UNIDAD_MEDIDA.PT,ES53,35.91
2011,UNIDAD_MEDIDA.PT,ES,34.95
2011,UNIDAD_MEDIDA.PT,ES53,42.00
2012,UNIDAD_MEDIDA.PT,ES,34.95
2012,UNIDAD_MEDIDA.PT,ES53,42.00
2013,UNIDAD_MEDIDA.PT,ES,35.17
2013,UNIDAD_MEDIDA.PT,ES53,41.80
2014,UNIDAD_MEDIDA.PT,ES,35.24
2014,UNIDAD_MEDIDA.PT,ES53,42.01
2015,UNIDAD_MEDIDA.PT,ES,35.57
2015,UNIDAD_MEDIDA.PT,ES53,41.83
2016,UNIDAD_MEDIDA.PT,ES,35.57
2016,UNIDAD_MEDIDA.PT,ES53,41.83
2017,UNIDAD_MEDIDA.PT,ES,35.57
2017,UNIDAD_MEDIDA.PT,ES53,41.83
2018,UNIDAD_MEDIDA.PT,ES,35.57
2018,UNIDAD_MEDIDA.PT,ES53,41.83
2019,UNIDAD_MEDIDA.PT,ES,40.82
2019,UNIDAD_MEDIDA.PT,ES53,44.29
2020,UNIDAD_MEDIDA.PT,ES,40.82
2020,UNIDAD_MEDIDA.PT,ES53,44.29
2021,UNIDAD_MEDIDA.PT,ES,40.85
2021,UNIDAD_MEDIDA.PT,ES53,45.38
